* Measurement data measured by REW V5.19
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 65536-point spectrum using Rectangular window and 30 averages 
* Dated: Jan 12, 2019 11:00:58 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 65536-point spectrum using Rectangular window and 30 averages Input RMS 18.3 dB, 18.2 dBC, 8.6 dBA
* Measurement: Jan 12 11:00:58
* Smoothing: None
* Frequency Step: 0.7324219 Hz
* Start Frequency: 0.7324219 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
14652.100, -59.637, 0
14652.832, -59.296, 0
14653.564, -61.976, 0
14654.297, -58.885, 0
14655.029, -59.576, 0
14655.762, -58.550, 0
14656.494, -59.959, 0
14657.227, -59.494, 0
14657.959, -58.332, 0
14658.691, -59.159, 0
14659.424, -58.222, 0
14660.156, -52.495, 0
14660.889, -47.911, 0
14661.621, -57.222, 0
14662.354, -58.730, 0
14663.086, -57.405, 0
14663.818, -45.104, 0
14664.551, -59.257, 0
14665.283, -58.002, 0
14666.016, -59.153, 0
14666.748, -51.451, 0
14667.480, -61.311, 0
14668.213, -58.880, 0
14668.945, -58.922, 0
14669.678, -57.837, 0
14670.410, -59.913, 0
14671.143, -59.094, 0
14671.875, -56.665, 0
14672.607, -58.286, 0
14673.340, -59.979, 0
14674.072, -57.674, 0
14674.805, -59.124, 0
14675.537, -59.380, 0
14676.270, -59.342, 0
14677.002, -59.919, 0
14677.734, -57.061, 0
14678.467, -58.641, 0
14679.199, -57.300, 0
14679.932, -58.779, 0
14680.664, -59.080, 0
14681.396, -59.791, 0
14682.129, -58.837, 0
14682.861, -58.297, 0
14683.594, -54.174, 0
14684.326, -47.806, 0
14685.059, -56.163, 0
14685.791, -60.996, 0
14686.523, -57.530, 0
14687.256, -45.251, 0
14687.988, -59.536, 0
14688.721, -59.227, 0
14689.453, -59.515, 0
14690.186, -51.681, 0
14690.918, -60.051, 0
14691.650, -61.653, 0
14692.383, -58.888, 0
14693.115, -59.696, 0
14693.848, -58.942, 0
14694.580, -61.460, 0
14695.312, -58.555, 0
14696.045, -57.356, 0
14696.777, -58.378, 0
14697.510, -58.173, 0
14698.242, -60.448, 0
14698.975, -60.485, 0
14699.707, -60.391, 0
14700.439, -59.797, 0
14701.172, -58.538, 0
14701.904, -58.954, 0
14702.637, -58.345, 0
14703.369, -59.157, 0
14704.102, -59.874, 0
14704.834, -58.297, 0
14705.566, -58.951, 0
14706.299, -58.328, 0
14707.031, -54.368, 0
14707.764, -47.607, 0
14708.496, -57.428, 0
14709.229, -57.940, 0
14709.961, -59.097, 0
14710.693, -44.955, 0
14711.426, -58.550, 0
14712.158, -60.470, 0
14712.891, -60.631, 0
14713.623, -51.575, 0
14714.355, -59.370, 0
14715.088, -59.297, 0
14715.820, -61.166, 0
14716.553, -61.871, 0
14717.285, -58.906, 0
14718.018, -60.804, 0
14718.750, -57.941, 0
14719.482, -59.282, 0
14720.215, -59.331, 0
14720.947, -60.761, 0
14721.680, -58.979, 0
14722.412, -60.375, 0
14723.145, -60.969, 0
14723.877, -61.763, 0
14724.609, -57.680, 0
14725.342, -59.907, 0
14726.074, -58.648, 0
14726.807, -59.753, 0
14727.539, -59.839, 0
14728.271, -57.993, 0
14729.004, -59.608, 0
14729.736, -58.128, 0
14730.469, -54.960, 0
14731.201, -47.193, 0
14731.934, -57.525, 0
14732.666, -57.632, 0
14733.398, -59.334, 0
14734.131, -45.363, 0
14734.863, -59.993, 0
14735.596, -59.766, 0
14736.328, -60.002, 0
14737.061, -52.842, 0
14737.793, -61.000, 0
14738.525, -60.273, 0
14739.258, -59.706, 0
14739.990, -58.157, 0
14740.723, -59.510, 0
14741.455, -60.203, 0
14742.188, -58.301, 0
14742.920, -60.303, 0
14743.652, -60.172, 0
14744.385, -60.259, 0
14745.117, -60.069, 0
14745.850, -61.521, 0
14746.582, -58.432, 0
14747.314, -58.390, 0
14748.047, -59.108, 0
14748.779, -60.071, 0
14749.512, -60.041, 0
14750.244, -60.155, 0
14750.977, -59.066, 0
14751.709, -59.448, 0
14752.441, -60.576, 0
14753.174, -58.335, 0
14753.906, -56.797, 0
14754.639, -47.528, 0
14755.371, -57.990, 0
14756.104, -59.760, 0
14756.836, -57.904, 0
14757.568, -45.093, 0
14758.301, -62.198, 0
14759.033, -60.597, 0
14759.766, -60.198, 0
14760.498, -52.507, 0
14761.230, -59.477, 0
14761.963, -60.579, 0
14762.695, -60.349, 0
14763.428, -59.016, 0
14764.160, -59.634, 0
14764.893, -59.514, 0
14765.625, -59.457, 0
14766.357, -58.711, 0
14767.090, -58.262, 0
14767.822, -59.831, 0
14768.555, -59.257, 0
14769.287, -60.266, 0
14770.020, -59.233, 0
14770.752, -59.673, 0
14771.484, -57.052, 0
14772.217, -58.752, 0
14772.949, -59.038, 0
14773.682, -58.657, 0
14774.414, -60.025, 0
14775.146, -57.384, 0
14775.879, -57.852, 0
14776.611, -57.163, 0
14777.344, -57.242, 0
14778.076, -47.036, 0
14778.809, -58.930, 0
14779.541, -60.413, 0
14780.273, -58.421, 0
14781.006, -44.662, 0
14781.738, -58.695, 0
14782.471, -58.825, 0
14783.203, -60.192, 0
14783.936, -52.238, 0
14784.668, -60.357, 0
14785.400, -59.178, 0
14786.133, -60.002, 0
14786.865, -60.127, 0
14787.598, -59.725, 0
14788.330, -61.459, 0
14789.062, -58.560, 0
14789.795, -59.109, 0
14790.527, -60.265, 0
14791.260, -60.630, 0
14791.992, -61.506, 0
14792.725, -60.349, 0
14793.457, -59.285, 0
14794.189, -58.983, 0
14794.922, -58.752, 0
14795.654, -57.869, 0
14796.387, -58.395, 0
14797.119, -59.315, 0
14797.852, -59.051, 0
14798.584, -57.847, 0
14799.316, -59.728, 0
14800.049, -58.788, 0
14800.781, -58.639, 0
14801.514, -46.579, 0
14802.246, -57.589, 0
14802.979, -59.918, 0
14803.711, -59.345, 0
14804.443, -44.642, 0
14805.176, -60.407, 0
14805.908, -60.139, 0
14806.641, -58.894, 0
14807.373, -52.191, 0
14808.105, -59.761, 0
14808.838, -59.060, 0
14809.570, -59.183, 0
14810.303, -59.409, 0
14811.035, -60.236, 0
14811.768, -60.238, 0
14812.500, -57.493, 0
14813.232, -61.227, 0
14813.965, -58.096, 0
14814.697, -61.107, 0
14815.430, -59.244, 0
14816.162, -61.406, 0
14816.895, -59.079, 0
14817.627, -58.542, 0
14818.359, -57.910, 0
14819.092, -59.478, 0
14819.824, -59.779, 0
14820.557, -59.411, 0
14821.289, -58.713, 0
14822.021, -57.696, 0
14822.754, -60.445, 0
14823.486, -59.558, 0
14824.219, -57.588, 0
14824.951, -46.978, 0
14825.684, -59.500, 0
14826.416, -57.689, 0
14827.148, -59.965, 0
14827.881, -44.643, 0
14828.613, -59.004, 0
14829.346, -58.807, 0
14830.078, -57.906, 0
14830.811, -51.991, 0
14831.543, -57.421, 0
14832.275, -59.595, 0
14833.008, -59.938, 0
14833.740, -59.786, 0
14834.473, -60.608, 0
14835.205, -59.574, 0
14835.938, -58.680, 0
14836.670, -61.810, 0
14837.402, -58.225, 0
14838.135, -59.897, 0
14838.867, -60.705, 0
14839.600, -60.315, 0
14840.332, -58.783, 0
14841.064, -60.715, 0
14841.797, -58.856, 0
14842.529, -59.103, 0
14843.262, -59.524, 0
14843.994, -61.104, 0
14844.727, -59.914, 0
14845.459, -57.241, 0
14846.191, -59.147, 0
14846.924, -60.107, 0
14847.656, -59.744, 0
14848.389, -47.479, 0
14849.121, -60.226, 0
14849.854, -60.039, 0
14850.586, -57.777, 0
14851.318, -45.054, 0
14852.051, -59.152, 0
14852.783, -60.151, 0
14853.516, -60.172, 0
14854.248, -53.182, 0
14854.980, -58.681, 0
14855.713, -60.403, 0
14856.445, -61.879, 0
14857.178, -58.143, 0
14857.910, -59.941, 0
14858.643, -61.377, 0
14859.375, -60.022, 0
14860.107, -61.137, 0
14860.840, -58.044, 0
14861.572, -59.219, 0
14862.305, -60.804, 0
14863.037, -59.953, 0
14863.770, -59.464, 0
14864.502, -61.992, 0
14865.234, -59.316, 0
14865.967, -59.225, 0
14866.699, -59.115, 0
14867.432, -61.823, 0
14868.164, -58.344, 0
14868.896, -56.662, 0
14869.629, -60.087, 0
14870.361, -59.509, 0
14871.094, -59.802, 0
14871.826, -46.789, 0
14872.559, -59.097, 0
14873.291, -59.236, 0
14874.023, -60.154, 0
14874.756, -45.366, 0
14875.488, -57.954, 0
14876.221, -58.013, 0
14876.953, -58.149, 0
14877.686, -52.532, 0
14878.418, -56.702, 0
14879.150, -59.758, 0
14879.883, -59.477, 0
14880.615, -59.324, 0
14881.348, -58.156, 0
14882.080, -59.193, 0
14882.812, -57.983, 0
14883.545, -61.047, 0
14884.277, -59.288, 0
14885.010, -58.700, 0
14885.742, -62.317, 0
14886.475, -61.304, 0
14887.207, -60.506, 0
14887.939, -60.038, 0
14888.672, -59.331, 0
14889.404, -58.108, 0
14890.137, -58.173, 0
14890.869, -59.430, 0
14891.602, -59.181, 0
14892.334, -57.604, 0
14893.066, -59.398, 0
14893.799, -58.441, 0
14894.531, -59.935, 0
14895.264, -46.063, 0
14895.996, -60.037, 0
14896.729, -60.023, 0
14897.461, -58.524, 0
14898.193, -45.579, 0
14898.926, -56.302, 0
14899.658, -59.288, 0
14900.391, -56.977, 0
14901.123, -53.102, 0
14901.855, -57.049, 0
14902.588, -61.149, 0
14903.320, -59.496, 0
14904.053, -60.852, 0
14904.785, -61.111, 0
14905.518, -60.807, 0
14906.250, -58.967, 0
14906.982, -60.631, 0
14907.715, -58.072, 0
14908.447, -58.997, 0
14909.180, -60.770, 0
14909.912, -60.337, 0
14910.645, -61.260, 0
14911.377, -60.730, 0
14912.109, -58.574, 0
14912.842, -57.788, 0
14913.574, -57.487, 0
14914.307, -59.069, 0
14915.039, -59.850, 0
14915.771, -57.237, 0
14916.504, -59.933, 0
14917.236, -60.534, 0
14917.969, -58.440, 0
14918.701, -46.839, 0
14919.434, -59.264, 0
14920.166, -59.177, 0
14920.898, -57.180, 0
14921.631, -45.122, 0
14922.363, -56.054, 0
14923.096, -58.364, 0
14923.828, -56.584, 0
14924.561, -53.024, 0
14925.293, -56.009, 0
14926.025, -58.259, 0
14926.758, -60.343, 0
14927.490, -59.537, 0
14928.223, -57.677, 0
14928.955, -61.445, 0
14929.688, -59.464, 0
14930.420, -60.861, 0
14931.152, -56.527, 0
14931.885, -59.099, 0
14932.617, -58.704, 0
14933.350, -58.383, 0
14934.082, -59.459, 0
14934.814, -59.074, 0
14935.547, -58.564, 0
14936.279, -57.408, 0
14937.012, -59.430, 0
14937.744, -59.727, 0
14938.477, -59.270, 0
14939.209, -57.184, 0
14939.941, -60.434, 0
14940.674, -59.662, 0
14941.406, -59.188, 0
14942.139, -46.669, 0
14942.871, -59.733, 0
14943.604, -59.988, 0
14944.336, -58.151, 0
14945.068, -45.674, 0
14945.801, -55.160, 0
14946.533, -60.207, 0
14947.266, -57.555, 0
14947.998, -52.903, 0
14948.730, -55.700, 0
14949.463, -59.389, 0
14950.195, -59.201, 0
14950.928, -59.275, 0
14951.660, -61.810, 0
14952.393, -60.255, 0
14953.125, -59.658, 0
14953.857, -59.297, 0
14954.590, -56.108, 0
14955.322, -57.986, 0
14956.055, -59.421, 0
14956.787, -60.988, 0
14957.520, -59.659, 0
14958.252, -59.112, 0
14958.984, -59.792, 0
14959.717, -57.564, 0
14960.449, -58.130, 0
14961.182, -59.786, 0
14961.914, -62.734, 0
14962.646, -58.041, 0
14963.379, -59.434, 0
14964.111, -58.895, 0
14964.844, -59.899, 0
14965.576, -46.438, 0
14966.309, -59.964, 0
14967.041, -58.642, 0
14967.773, -56.345, 0
14968.506, -45.938, 0
14969.238, -54.067, 0
14969.971, -57.607, 0
14970.703, -59.141, 0
14971.436, -53.172, 0
14972.168, -54.630, 0
14972.900, -59.727, 0
14973.633, -57.546, 0
14974.365, -58.981, 0
14975.098, -59.855, 0
14975.830, -60.848, 0
14976.562, -58.874, 0
14977.295, -59.357, 0
14978.027, -57.001, 0
14978.760, -61.075, 0
14979.492, -60.473, 0
14980.225, -60.368, 0
14980.957, -60.276, 0
14981.689, -61.278, 0
14982.422, -60.977, 0
14983.154, -58.125, 0
14983.887, -57.712, 0
14984.619, -59.687, 0
14985.352, -58.789, 0
14986.084, -56.725, 0
14986.816, -60.138, 0
14987.549, -59.361, 0
14988.281, -60.202, 0
14989.014, -46.347, 0
14989.746, -58.819, 0
14990.479, -59.347, 0
14991.211, -55.937, 0
14991.943, -45.749, 0
14992.676, -52.994, 0
14993.408, -58.238, 0
14994.141, -58.139, 0
14994.873, -54.471, 0
14995.605, -55.158, 0
14996.338, -59.209, 0
14997.070, -58.699, 0
14997.803, -59.118, 0
14998.535, -56.621, 0
14999.268, -59.473, 0
15000.000, -58.570, 0
15000.732, -60.983, 0
15001.465, -56.176, 0
15002.197, -61.492, 0
15002.930, -60.451, 0
15003.662, -60.265, 0
15004.395, -58.936, 0
15005.127, -59.724, 0
15005.859, -61.345, 0
15006.592, -58.735, 0
15007.324, -58.111, 0
15008.057, -59.035, 0
15008.789, -59.799, 0
15009.521, -57.023, 0
15010.254, -60.300, 0
15010.986, -58.903, 0
15011.719, -59.035, 0
15012.451, -46.299, 0
15013.184, -57.608, 0
15013.916, -58.477, 0
15014.648, -57.484, 0
15015.381, -46.515, 0
15016.113, -52.052, 0
15016.846, -56.809, 0
15017.578, -57.544, 0
15018.311, -55.977, 0
15019.043, -54.350, 0
15019.775, -58.491, 0
15020.508, -58.533, 0
15021.240, -59.010, 0
15021.973, -58.530, 0
15022.705, -58.747, 0
15023.438, -58.448, 0
15024.170, -61.072, 0
15024.902, -58.060, 0
15025.635, -59.762, 0
15026.367, -60.934, 0
15027.100, -59.859, 0
15027.832, -60.494, 0
15028.564, -60.622, 0
15029.297, -59.690, 0
15030.029, -56.213, 0
15030.762, -59.143, 0
15031.494, -59.517, 0
15032.227, -59.971, 0
15032.959, -57.704, 0
15033.691, -59.399, 0
15034.424, -60.732, 0
15035.156, -58.780, 0
15035.889, -46.380, 0
15036.621, -56.714, 0
15037.354, -58.361, 0
15038.086, -56.414, 0
15038.818, -46.958, 0
15039.551, -51.598, 0
15040.283, -57.223, 0
15041.016, -58.671, 0
15041.748, -55.495, 0
15042.480, -54.574, 0
15043.213, -61.441, 0
15043.945, -59.549, 0
15044.678, -59.496, 0
15045.410, -59.139, 0
15046.143, -59.608, 0
15046.875, -60.829, 0
15047.607, -60.111, 0
15048.340, -56.232, 0
15049.072, -59.955, 0
15049.805, -61.122, 0
15050.537, -58.598, 0
15051.270, -59.349, 0
15052.002, -61.629, 0
15052.734, -59.515, 0
15053.467, -57.844, 0
15054.199, -59.367, 0
15054.932, -59.481, 0
15055.664, -61.146, 0
15056.396, -57.418, 0
15057.129, -61.152, 0
15057.861, -59.709, 0
15058.594, -58.611, 0
15059.326, -47.229, 0
15060.059, -57.205, 0
15060.791, -58.301, 0
15061.523, -56.072, 0
15062.256, -47.168, 0
15062.988, -50.641, 0
15063.721, -56.976, 0
15064.453, -58.672, 0
15065.186, -55.893, 0
15065.918, -53.179, 0
15066.650, -57.451, 0
15067.383, -60.116, 0
15068.115, -60.194, 0
15068.848, -58.205, 0
15069.580, -60.077, 0
15070.312, -59.227, 0
15071.045, -58.760, 0
15071.777, -56.167, 0
15072.510, -60.679, 0
15073.242, -59.483, 0
15073.975, -61.152, 0
15074.707, -59.937, 0
15075.439, -59.563, 0
15076.172, -60.930, 0
15076.904, -58.230, 0
15077.637, -60.675, 0
15078.369, -58.890, 0
15079.102, -59.598, 0
15079.834, -56.841, 0
15080.566, -59.523, 0
15081.299, -58.288, 0
15082.031, -58.261, 0
15082.764, -47.172, 0
15083.496, -55.888, 0
15084.229, -59.052, 0
15084.961, -55.570, 0
15085.693, -47.517, 0
15086.426, -49.736, 0
15087.158, -57.464, 0
15087.891, -58.268, 0
15088.623, -56.365, 0
15089.355, -52.458, 0
15090.088, -59.883, 0
15090.820, -59.272, 0
15091.553, -58.330, 0
15092.285, -57.400, 0
15093.018, -58.449, 0
15093.750, -60.108, 0
15094.482, -59.303, 0
15095.215, -57.768, 0
15095.947, -60.219, 0
15096.680, -60.314, 0
15097.412, -59.032, 0
15098.145, -61.399, 0
15098.877, -59.401, 0
15099.609, -60.401, 0
15100.342, -54.762, 0
15101.074, -59.091, 0
15101.807, -60.051, 0
15102.539, -59.949, 0
15103.271, -57.069, 0
15104.004, -59.725, 0
15104.736, -59.040, 0
15105.469, -58.305, 0
15106.201, -47.472, 0
15106.934, -55.503, 0
15107.666, -56.786, 0
15108.398, -55.283, 0
15109.131, -48.087, 0
15109.863, -49.376, 0
15110.596, -57.068, 0
15111.328, -57.477, 0
15112.061, -57.343, 0
15112.793, -53.181, 0
15113.525, -59.711, 0
15114.258, -58.475, 0
15114.990, -61.140, 0
15115.723, -58.802, 0
15116.455, -61.096, 0
15117.188, -57.638, 0
15117.920, -58.009, 0
15118.652, -56.800, 0
15119.385, -60.849, 0
15120.117, -61.371, 0
15120.850, -58.860, 0
15121.582, -59.413, 0
15122.314, -61.325, 0
15123.047, -59.614, 0
15123.779, -57.578, 0
15124.512, -59.226, 0
15125.244, -59.182, 0
15125.977, -60.955, 0
15126.709, -57.160, 0
15127.441, -58.726, 0
15128.174, -58.818, 0
15128.906, -57.530, 0
15129.639, -47.783, 0
15130.371, -54.272, 0
15131.104, -57.591, 0
15131.836, -56.450, 0
15132.568, -48.640, 0
15133.301, -48.703, 0
15134.033, -55.881, 0
15134.766, -58.499, 0
15135.498, -57.975, 0
15136.230, -52.119, 0
15136.963, -58.877, 0
15137.695, -59.031, 0
15138.428, -60.695, 0
15139.160, -60.275, 0
15139.893, -59.051, 0
15140.625, -60.834, 0
15141.357, -59.855, 0
15142.090, -57.774, 0
15142.822, -59.484, 0
15143.555, -59.221, 0
15144.287, -59.932, 0
15145.020, -60.321, 0
15145.752, -60.173, 0
15146.484, -60.079, 0
15147.217, -56.700, 0
15147.949, -59.008, 0
15148.682, -59.343, 0
15149.414, -61.294, 0
15150.146, -56.366, 0
15150.879, -59.906, 0
15151.611, -58.694, 0
15152.344, -58.381, 0
15153.076, -48.545, 0
15153.809, -53.207, 0
15154.541, -57.340, 0
15155.273, -56.707, 0
15156.006, -49.261, 0
15156.738, -47.623, 0
15157.471, -55.662, 0
15158.203, -57.092, 0
15158.936, -56.372, 0
15159.668, -52.217, 0
15160.400, -58.793, 0
15161.133, -57.999, 0
15161.865, -59.744, 0
15162.598, -61.295, 0
15163.330, -60.146, 0
15164.062, -58.759, 0
15164.795, -58.459, 0
15165.527, -57.373, 0
15166.260, -59.804, 0
15166.992, -60.744, 0
15167.725, -59.774, 0
15168.457, -59.529, 0
15169.189, -59.345, 0
15169.922, -60.171, 0
15170.654, -55.335, 0
15171.387, -60.772, 0
15172.119, -59.133, 0
15172.852, -58.541, 0
15173.584, -55.552, 0
15174.316, -58.130, 0
15175.049, -57.925, 0
15175.781, -56.613, 0
15176.514, -47.704, 0
15177.246, -52.425, 0
15177.979, -56.962, 0
15178.711, -57.035, 0
15179.443, -50.332, 0
15180.176, -47.754, 0
15180.908, -55.217, 0
15181.641, -59.038, 0
15182.373, -57.714, 0
15183.105, -51.780, 0
15183.838, -59.694, 0
15184.570, -58.111, 0
15185.303, -59.287, 0
15186.035, -58.862, 0
15186.768, -61.944, 0
15187.500, -57.778, 0
15188.232, -58.595, 0
15188.965, -56.405, 0
15189.697, -61.650, 0
15190.430, -62.079, 0
15191.162, -60.835, 0
15191.895, -61.448, 0
15192.627, -60.262, 0
15193.359, -58.907, 0
15194.092, -55.496, 0
15194.824, -59.988, 0
15195.557, -57.648, 0
15196.289, -58.467, 0
15197.021, -58.356, 0
15197.754, -60.263, 0
15198.486, -59.454, 0
15199.219, -58.271, 0
15199.951, -49.071, 0
15200.684, -51.339, 0
15201.416, -55.654, 0
15202.148, -57.039, 0
15202.881, -50.802, 0
15203.613, -47.828, 0
15204.346, -56.855, 0
15205.078, -59.681, 0
15205.811, -58.935, 0
15206.543, -51.993, 0
15207.275, -58.345, 0
15208.008, -59.323, 0
15208.740, -58.707, 0
15209.473, -58.961, 0
15210.205, -60.970, 0
15210.938, -60.065, 0
15211.670, -58.206, 0
15212.402, -57.910, 0
15213.135, -60.908, 0
15213.867, -59.420, 0
15214.600, -60.828, 0
15215.332, -58.963, 0
15216.064, -58.859, 0
15216.797, -60.730, 0
15217.529, -55.542, 0
15218.262, -59.089, 0
15218.994, -60.568, 0
15219.727, -58.650, 0
15220.459, -57.918, 0
15221.191, -60.121, 0
15221.924, -59.242, 0
15222.656, -56.560, 0
15223.389, -48.927, 0
15224.121, -51.431, 0
15224.854, -57.673, 0
15225.586, -57.588, 0
15226.318, -51.994, 0
15227.051, -47.000, 0
15227.783, -55.497, 0
15228.516, -57.462, 0
15229.248, -59.273, 0
15229.980, -51.872, 0
15230.713, -58.449, 0
15231.445, -59.811, 0
15232.178, -61.880, 0
15232.910, -59.537, 0
15233.643, -60.752, 0
15234.375, -60.331, 0
15235.107, -59.835, 0
15235.840, -58.636, 0
15236.572, -60.359, 0
15237.305, -61.068, 0
15238.037, -60.626, 0
15238.770, -60.092, 0
15239.502, -61.836, 0
15240.234, -58.382, 0
15240.967, -56.153, 0
15241.699, -60.742, 0
15242.432, -59.705, 0
15243.164, -60.281, 0
15243.896, -58.552, 0
15244.629, -58.195, 0
15245.361, -59.488, 0
15246.094, -55.449, 0
15246.826, -49.554, 0
15247.559, -50.946, 0
15248.291, -55.671, 0
15249.023, -57.477, 0
15249.756, -52.071, 0
15250.488, -46.565, 0
15251.221, -56.859, 0
15251.953, -57.378, 0
15252.686, -58.416, 0
15253.418, -51.678, 0
15254.150, -59.282, 0
15254.883, -58.852, 0
15255.615, -59.386, 0
15256.348, -57.722, 0
15257.080, -60.269, 0
15257.812, -59.971, 0
15258.545, -58.410, 0
15259.277, -58.869, 0
15260.010, -61.481, 0
15260.742, -61.737, 0
15261.475, -60.668, 0
15262.207, -61.436, 0
15262.939, -61.237, 0
15263.672, -60.348, 0
15264.404, -56.605, 0
15265.137, -59.792, 0
15265.869, -58.906, 0
15266.602, -59.588, 0
15267.334, -58.004, 0
15268.066, -59.197, 0
15268.799, -58.916, 0
15269.531, -56.115, 0
15270.264, -50.037, 0
15270.996, -50.646, 0
15271.729, -58.282, 0
15272.461, -56.851, 0
15273.193, -52.613, 0
15273.926, -46.209, 0
15274.658, -57.456, 0
15275.391, -57.498, 0
15276.123, -59.697, 0
15276.855, -52.140, 0
15277.588, -58.869, 0
15278.320, -58.968, 0
15279.053, -59.981, 0
15279.785, -58.772, 0
15280.518, -58.972, 0
15281.250, -61.096, 0
15281.982, -59.225, 0
15282.715, -58.686, 0
15283.447, -61.165, 0
15284.180, -61.929, 0
15284.912, -58.843, 0
15285.645, -60.122, 0
15286.377, -60.606, 0
15287.109, -61.343, 0
15287.842, -57.815, 0
15288.574, -59.284, 0
15289.307, -59.292, 0
15290.039, -60.309, 0
15290.771, -59.017, 0
15291.504, -61.514, 0
15292.236, -57.845, 0
15292.969, -59.233, 0
15293.701, -51.533, 0
15294.434, -49.425, 0
15295.166, -56.968, 0
15295.898, -56.501, 0
15296.631, -54.046, 0
15297.363, -45.922, 0
15298.096, -55.791, 0
15298.828, -58.945, 0
15299.561, -58.764, 0
15300.293, -51.851, 0
15301.025, -59.386, 0
15301.758, -60.877, 0
15302.490, -59.694, 0
15303.223, -58.017, 0
15303.955, -59.506, 0
15304.688, -60.471, 0
15305.420, -60.524, 0
15306.152, -58.740, 0
15306.885, -59.536, 0
15307.617, -60.205, 0
15308.350, -59.174, 0
15309.082, -58.420, 0
15309.814, -58.816, 0
15310.547, -60.245, 0
15311.279, -56.709, 0
15312.012, -58.479, 0
15312.744, -57.138, 0
15313.477, -59.291, 0
15314.209, -57.587, 0
15314.941, -58.751, 0
15315.674, -59.335, 0
15316.406, -56.408, 0
15317.139, -51.105, 0
15317.871, -49.502, 0
15318.604, -58.427, 0
15319.336, -59.127, 0
15320.068, -55.104, 0
15320.801, -45.079, 0
15321.533, -56.974, 0
15322.266, -58.267, 0
15322.998, -58.645, 0
15323.730, -51.495, 0
15324.463, -59.364, 0
15325.195, -59.658, 0
15325.928, -60.248, 0
15326.660, -59.787, 0
15327.393, -59.034, 0
15328.125, -59.134, 0
15328.857, -60.246, 0
15329.590, -57.641, 0
15330.322, -58.918, 0
15331.055, -62.290, 0
15331.787, -61.138, 0
15332.520, -59.654, 0
15333.252, -60.300, 0
15333.984, -59.809, 0
15334.717, -56.509, 0
15335.449, -60.529, 0
15336.182, -59.477, 0
15336.914, -60.885, 0
15337.646, -59.214, 0
15338.379, -59.560, 0
15339.111, -59.897, 0
15339.844, -57.427, 0
15340.576, -52.740, 0
15341.309, -49.529, 0
15342.041, -57.763, 0
15342.773, -58.198, 0
15343.506, -55.641, 0
15344.238, -45.616, 0
15344.971, -58.285, 0
15345.703, -59.386, 0
15346.436, -58.615, 0
15347.168, -51.834, 0
15347.900, -61.404, 0
15348.633, -58.086, 0
15349.365, -57.121, 0
15350.098, -59.094, 0
15350.830, -58.642, 0
15351.562, -58.958, 0
15352.295, -59.812, 0
15353.027, -58.367, 0
15353.760, -61.072, 0
15354.492, -60.098, 0
15355.225, -60.099, 0
15355.957, -60.821, 0
15356.689, -60.921, 0
15357.422, -60.953, 0
15358.154, -57.687, 0
15358.887, -57.417, 0
15359.619, -58.238, 0
15360.352, -58.625, 0
15361.084, -57.244, 0
15361.816, -56.742, 0
15362.549, -57.665, 0
15363.281, -56.706, 0
15364.014, -52.026, 0
15364.746, -48.260, 0
15365.479, -56.019, 0
15366.211, -57.629, 0
15366.943, -56.741, 0
15367.676, -45.267, 0
15368.408, -57.982, 0
15369.141, -58.490, 0
15369.873, -59.638, 0
15370.605, -51.912, 0
15371.338, -62.486, 0
15372.070, -61.350, 0
15372.803, -60.590, 0
15373.535, -60.561, 0
15374.268, -59.531, 0
15375.000, -59.183, 0
15375.732, -59.178, 0
15376.465, -59.552, 0
15377.197, -60.214, 0
15377.930, -60.714, 0
15378.662, -58.805, 0
15379.395, -60.755, 0
15380.127, -62.147, 0
15380.859, -59.839, 0
15381.592, -57.654, 0
15382.324, -60.000, 0
15383.057, -59.986, 0
15383.789, -60.861, 0
15384.521, -58.929, 0
15385.254, -57.914, 0
15385.986, -58.923, 0
15386.719, -57.883, 0
15387.451, -54.191, 0
15388.184, -47.826, 0
15388.916, -56.382, 0
15389.648, -60.022, 0
15390.381, -57.829, 0
15391.113, -45.464, 0
15391.846, -58.966, 0
15392.578, -60.205, 0
15393.311, -60.020, 0
15394.043, -51.731, 0
15394.775, -60.552, 0
15395.508, -61.040, 0
15396.240, -60.803, 0
15396.973, -58.735, 0
15397.705, -60.266, 0
15398.438, -59.983, 0
15399.170, -60.261, 0
15399.902, -58.158, 0
15400.635, -58.787, 0
15401.367, -60.838, 0
15402.100, -58.573, 0
15402.832, -60.680, 0
15403.564, -60.745, 0
15404.297, -59.007, 0
15405.029, -57.491, 0
15405.762, -58.745, 0
15406.494, -57.529, 0
15407.227, -60.863, 0
15407.959, -58.766, 0
15408.691, -58.670, 0
15409.424, -58.720, 0
15410.156, -59.363, 0
15410.889, -55.186, 0
15411.621, -47.487, 0
15412.354, -56.099, 0
15413.086, -60.397, 0
15413.818, -58.544, 0
15414.551, -45.576, 0
15415.283, -59.067, 0
15416.016, -59.133, 0
15416.748, -58.785, 0
15417.480, -52.664, 0
15418.213, -59.578, 0
15418.945, -59.976, 0
15419.678, -59.301, 0
15420.410, -58.845, 0
15421.143, -61.580, 0
15421.875, -58.877, 0
15422.607, -61.683, 0
15423.340, -57.810, 0
15424.072, -58.918, 0
