* Measurement data measured by REW V5.19
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 65536-point spectrum using Rectangular window and 30 averages 
* Dated: Jan 12, 2019 11:00:58 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 65536-point spectrum using Rectangular window and 30 averages Input RMS 18.3 dB, 18.2 dBC, 8.6 dBA
* Measurement: Jan 12 11:00:58
* Smoothing: None
* Frequency Step: 0.7324219 Hz
* Start Frequency: 0.7324219 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
7355.713, -56.579, 0
7356.445, -56.804, 0
7357.178, -57.888, 0
7357.910, -56.219, 0
7358.643, -56.695, 0
7359.375, -58.036, 0
7360.107, -56.143, 0
7360.840, -55.619, 0
7361.572, -55.033, 0
7362.305, -57.471, 0
7363.037, -55.008, 0
7363.770, -48.721, 0
7364.502, -54.825, 0
7365.234, -55.618, 0
7365.967, -55.309, 0
7366.699, -47.799, 0
7367.432, -48.360, 0
7368.164, -54.605, 0
7368.896, -56.278, 0
7369.629, -54.728, 0
7370.361, -50.724, 0
7371.094, -57.257, 0
7371.826, -57.228, 0
7372.559, -56.894, 0
7373.291, -59.464, 0
7374.023, -57.038, 0
7374.756, -56.663, 0
7375.488, -55.800, 0
7376.221, -55.379, 0
7376.953, -58.959, 0
7377.686, -57.952, 0
7378.418, -56.544, 0
7379.150, -57.642, 0
7379.883, -57.311, 0
7380.615, -57.522, 0
7381.348, -54.798, 0
7382.080, -56.292, 0
7382.812, -57.943, 0
7383.545, -57.351, 0
7384.277, -58.383, 0
7385.010, -56.101, 0
7385.742, -56.396, 0
7386.475, -55.536, 0
7387.207, -47.475, 0
7387.939, -53.816, 0
7388.672, -57.181, 0
7389.404, -54.597, 0
7390.137, -48.224, 0
7390.869, -48.787, 0
7391.602, -55.187, 0
7392.334, -56.736, 0
7393.066, -55.203, 0
7393.799, -50.801, 0
7394.531, -57.904, 0
7395.264, -58.012, 0
7395.996, -56.267, 0
7396.729, -56.384, 0
7397.461, -57.150, 0
7398.193, -57.657, 0
7398.926, -56.446, 0
7399.658, -55.578, 0
7400.391, -58.117, 0
7401.123, -57.822, 0
7401.855, -59.396, 0
7402.588, -59.066, 0
7403.320, -56.408, 0
7404.053, -58.975, 0
7404.785, -56.677, 0
7405.518, -58.676, 0
7406.250, -58.461, 0
7406.982, -57.717, 0
7407.715, -58.085, 0
7408.447, -56.605, 0
7409.180, -56.557, 0
7409.912, -56.171, 0
7410.645, -48.851, 0
7411.377, -53.129, 0
7412.109, -55.837, 0
7412.842, -54.829, 0
7413.574, -49.032, 0
7414.307, -48.204, 0
7415.039, -56.468, 0
7415.771, -55.525, 0
7416.504, -55.296, 0
7417.236, -50.305, 0
7417.969, -56.436, 0
7418.701, -58.273, 0
7419.434, -57.514, 0
7420.166, -57.779, 0
7420.898, -56.366, 0
7421.631, -57.135, 0
7422.363, -57.671, 0
7423.096, -57.464, 0
7423.828, -58.660, 0
7424.561, -56.821, 0
7425.293, -57.160, 0
7426.025, -58.051, 0
7426.758, -58.378, 0
7427.490, -56.528, 0
7428.223, -55.662, 0
7428.955, -60.949, 0
7429.688, -58.606, 0
7430.420, -56.657, 0
7431.152, -57.866, 0
7431.885, -57.193, 0
7432.617, -57.194, 0
7433.350, -55.961, 0
7434.082, -48.609, 0
7434.814, -52.971, 0
7435.547, -56.820, 0
7436.279, -57.338, 0
7437.012, -50.675, 0
7437.744, -47.604, 0
7438.477, -56.619, 0
7439.209, -56.796, 0
7439.941, -56.208, 0
7440.674, -51.166, 0
7441.406, -58.592, 0
7442.139, -59.444, 0
7442.871, -58.280, 0
7443.604, -57.752, 0
7444.336, -57.909, 0
7445.068, -57.585, 0
7445.801, -57.989, 0
7446.533, -57.297, 0
7447.266, -59.775, 0
7447.998, -59.127, 0
7448.730, -57.869, 0
7449.463, -57.642, 0
7450.195, -58.994, 0
7450.928, -58.876, 0
7451.660, -54.678, 0
7452.393, -57.518, 0
7453.125, -58.488, 0
7453.857, -57.180, 0
7454.590, -57.169, 0
7455.322, -57.781, 0
7456.055, -57.540, 0
7456.787, -56.463, 0
7457.520, -49.901, 0
7458.252, -51.665, 0
7458.984, -55.765, 0
7459.717, -55.166, 0
7460.449, -49.914, 0
7461.182, -47.526, 0
7461.914, -54.834, 0
7462.646, -57.359, 0
7463.379, -56.982, 0
7464.111, -50.734, 0
7464.844, -56.418, 0
7465.576, -57.690, 0
7466.309, -58.464, 0
7467.041, -57.158, 0
7467.773, -57.361, 0
7468.506, -57.264, 0
7469.238, -55.695, 0
7469.971, -56.195, 0
7470.703, -57.655, 0
7471.436, -56.555, 0
7472.168, -59.231, 0
7472.900, -58.133, 0
7473.633, -58.254, 0
7474.365, -56.972, 0
7475.098, -55.271, 0
7475.830, -59.389, 0
7476.562, -55.994, 0
7477.295, -58.023, 0
7478.027, -57.905, 0
7478.760, -58.283, 0
7479.492, -58.145, 0
7480.225, -56.327, 0
7480.957, -50.535, 0
7481.689, -52.698, 0
7482.422, -57.027, 0
7483.154, -56.359, 0
7483.887, -51.002, 0
7484.619, -46.934, 0
7485.352, -54.585, 0
7486.084, -58.527, 0
7486.816, -56.863, 0
7487.549, -49.929, 0
7488.281, -57.818, 0
7489.014, -58.710, 0
7489.746, -57.287, 0
7490.479, -56.126, 0
7491.211, -58.027, 0
7491.943, -58.649, 0
7492.676, -58.592, 0
7493.408, -56.188, 0
7494.141, -58.040, 0
7494.873, -57.210, 0
7495.605, -58.318, 0
7496.338, -56.920, 0
7497.070, -57.752, 0
7497.803, -58.672, 0
7498.535, -54.558, 0
7499.268, -58.071, 0
7500.000, -56.582, 0
7500.732, -57.893, 0
7501.465, -58.465, 0
7502.197, -57.289, 0
7502.930, -58.369, 0
7503.662, -57.406, 0
7504.395, -50.347, 0
7505.127, -51.213, 0
7505.859, -56.186, 0
7506.592, -56.404, 0
7507.324, -51.459, 0
7508.057, -46.383, 0
7508.789, -54.771, 0
7509.521, -57.393, 0
7510.254, -56.118, 0
7510.986, -49.462, 0
7511.719, -55.264, 0
7512.451, -56.998, 0
7513.184, -59.637, 0
7513.916, -58.003, 0
7514.648, -59.774, 0
7515.381, -57.670, 0
7516.113, -58.563, 0
7516.846, -56.570, 0
7517.578, -57.955, 0
7518.311, -57.464, 0
7519.043, -59.395, 0
7519.775, -59.144, 0
7520.508, -57.072, 0
7521.240, -56.818, 0
7521.973, -55.974, 0
7522.705, -58.046, 0
7523.438, -57.364, 0
7524.170, -57.767, 0
7524.902, -57.094, 0
7525.635, -56.905, 0
7526.367, -57.176, 0
7527.100, -56.307, 0
7527.832, -50.326, 0
7528.564, -50.836, 0
7529.297, -56.748, 0
7530.029, -56.176, 0
7530.762, -52.061, 0
7531.494, -46.018, 0
7532.227, -55.285, 0
7532.959, -59.014, 0
7533.691, -58.733, 0
7534.424, -48.911, 0
7535.156, -55.988, 0
7535.889, -59.414, 0
7536.621, -58.669, 0
7537.354, -57.050, 0
7538.086, -57.666, 0
7538.818, -57.785, 0
7539.551, -57.534, 0
7540.283, -56.375, 0
7541.016, -58.762, 0
7541.748, -59.641, 0
7542.480, -58.646, 0
7543.213, -58.732, 0
7543.945, -57.327, 0
7544.678, -57.166, 0
7545.410, -55.196, 0
7546.143, -58.253, 0
7546.875, -58.296, 0
7547.607, -56.374, 0
7548.340, -58.596, 0
7549.072, -56.979, 0
7549.805, -57.255, 0
7550.537, -57.872, 0
7551.270, -51.664, 0
7552.002, -50.177, 0
7552.734, -56.052, 0
7553.467, -58.850, 0
7554.199, -53.392, 0
7554.932, -45.365, 0
7555.664, -55.141, 0
7556.396, -56.240, 0
7557.129, -58.700, 0
7557.861, -50.024, 0
7558.594, -58.027, 0
7559.326, -56.805, 0
7560.059, -59.499, 0
7560.791, -58.317, 0
7561.523, -57.646, 0
7562.256, -59.115, 0
7562.988, -58.740, 0
7563.721, -57.363, 0
7564.453, -59.748, 0
7565.186, -59.400, 0
7565.918, -59.935, 0
7566.650, -59.140, 0
7567.383, -58.917, 0
7568.115, -58.098, 0
7568.848, -56.746, 0
7569.580, -61.234, 0
7570.312, -58.722, 0
7571.045, -60.047, 0
7571.777, -60.213, 0
7572.510, -59.092, 0
7573.242, -57.771, 0
7573.975, -56.922, 0
7574.707, -52.261, 0
7575.439, -50.396, 0
7576.172, -57.455, 0
7576.904, -57.118, 0
7577.637, -54.450, 0
7578.369, -45.548, 0
7579.102, -57.260, 0
7579.834, -59.139, 0
7580.566, -60.028, 0
7581.299, -49.669, 0
7582.031, -59.852, 0
7582.764, -60.093, 0
7583.496, -60.168, 0
7584.229, -59.869, 0
7584.961, -59.381, 0
7585.693, -60.387, 0
7586.426, -60.191, 0
7587.158, -57.311, 0
7587.891, -58.733, 0
7588.623, -58.692, 0
7589.355, -59.401, 0
7590.088, -60.030, 0
7590.820, -60.790, 0
7591.553, -61.194, 0
7592.285, -55.022, 0
7593.018, -60.960, 0
7593.750, -58.233, 0
7594.482, -58.814, 0
7595.215, -58.535, 0
7595.947, -58.435, 0
7596.680, -58.772, 0
7597.412, -58.168, 0
7598.145, -53.247, 0
7598.877, -49.785, 0
7599.609, -57.185, 0
7600.342, -58.074, 0
7601.074, -55.753, 0
7601.807, -45.667, 0
7602.539, -56.931, 0
7603.271, -58.365, 0
7604.004, -58.952, 0
7604.736, -49.654, 0
7605.469, -58.859, 0
7606.201, -60.599, 0
7606.934, -60.935, 0
7607.666, -58.658, 0
7608.398, -60.512, 0
7609.131, -59.330, 0
7609.863, -58.192, 0
7610.596, -58.253, 0
7611.328, -59.697, 0
7612.061, -60.968, 0
7612.793, -61.899, 0
7613.525, -58.613, 0
7614.258, -60.062, 0
7614.990, -57.705, 0
7615.723, -56.348, 0
7616.455, -59.913, 0
7617.188, -59.802, 0
7617.920, -58.828, 0
7618.652, -58.795, 0
7619.385, -58.776, 0
7620.117, -59.249, 0
7620.850, -57.774, 0
7621.582, -52.563, 0
7622.314, -49.609, 0
7623.047, -57.801, 0
7623.779, -56.995, 0
7624.512, -56.257, 0
7625.244, -45.161, 0
7625.977, -57.822, 0
7626.709, -59.260, 0
7627.441, -59.190, 0
7628.174, -50.081, 0
7628.906, -58.966, 0
7629.639, -58.890, 0
7630.371, -60.545, 0
7631.104, -59.114, 0
7631.836, -59.476, 0
7632.568, -59.131, 0
7633.301, -57.674, 0
7634.033, -58.577, 0
7634.766, -57.896, 0
7635.498, -58.182, 0
7636.230, -58.567, 0
7636.963, -58.392, 0
7637.695, -60.789, 0
7638.428, -60.063, 0
7639.160, -55.092, 0
7639.893, -60.223, 0
7640.625, -59.554, 0
7641.357, -62.287, 0
7642.090, -60.340, 0
7642.822, -61.636, 0
7643.555, -59.032, 0
7644.287, -58.237, 0
7645.020, -54.020, 0
7645.752, -48.123, 0
7646.484, -56.921, 0
7647.217, -58.719, 0
7647.949, -57.643, 0
7648.682, -44.698, 0
7649.414, -58.989, 0
7650.146, -61.075, 0
7650.879, -59.289, 0
7651.611, -49.760, 0
7652.344, -58.071, 0
7653.076, -59.976, 0
7653.809, -61.544, 0
7654.541, -60.230, 0
7655.273, -61.956, 0
7656.006, -59.775, 0
7656.738, -56.811, 0
7657.471, -58.795, 0
7658.203, -57.865, 0
7658.936, -59.596, 0
7659.668, -60.726, 0
7660.400, -59.660, 0
7661.133, -59.308, 0
7661.865, -58.752, 0
7662.598, -56.790, 0
7663.330, -59.911, 0
7664.062, -58.230, 0
7664.795, -59.308, 0
7665.527, -58.942, 0
7666.260, -58.519, 0
7666.992, -59.923, 0
7667.725, -58.811, 0
7668.457, -54.384, 0
7669.189, -48.659, 0
7669.922, -58.408, 0
7670.654, -59.423, 0
7671.387, -59.810, 0
7672.119, -44.784, 0
7672.852, -58.423, 0
7673.584, -58.097, 0
7674.316, -58.522, 0
7675.049, -49.931, 0
7675.781, -59.816, 0
7676.514, -58.617, 0
7677.246, -61.062, 0
7677.979, -58.905, 0
7678.711, -60.015, 0
7679.443, -59.457, 0
7680.176, -59.540, 0
7680.908, -59.180, 0
7681.641, -59.474, 0
7682.373, -60.214, 0
7683.105, -59.081, 0
7683.838, -59.593, 0
7684.570, -60.215, 0
7685.303, -60.478, 0
7686.035, -58.636, 0
7686.768, -60.560, 0
7687.500, -58.411, 0
7688.232, -58.233, 0
7688.965, -60.038, 0
7689.697, -59.601, 0
7690.430, -60.988, 0
7691.162, -57.980, 0
7691.895, -55.680, 0
7692.627, -48.424, 0
7693.359, -58.182, 0
7694.092, -57.784, 0
7694.824, -58.356, 0
7695.557, -44.691, 0
7696.289, -57.981, 0
7697.021, -58.808, 0
7697.754, -60.497, 0
7698.486, -49.801, 0
7699.219, -58.310, 0
7699.951, -60.540, 0
7700.684, -58.908, 0
7701.416, -59.305, 0
7702.148, -60.222, 0
7702.881, -58.516, 0
7703.613, -58.421, 0
7704.346, -58.692, 0
7705.078, -57.580, 0
7705.811, -59.051, 0
7706.543, -60.753, 0
7707.275, -59.097, 0
7708.008, -59.464, 0
7708.740, -58.493, 0
7709.473, -56.559, 0
7710.205, -59.783, 0
7710.938, -57.102, 0
7711.670, -60.150, 0
7712.402, -60.533, 0
7713.135, -59.255, 0
7713.867, -59.374, 0
7714.600, -60.402, 0
7715.332, -56.841, 0
7716.064, -48.628, 0
7716.797, -58.940, 0
7717.529, -60.272, 0
7718.262, -59.835, 0
7718.994, -44.814, 0
7719.727, -59.939, 0
7720.459, -60.511, 0
7721.191, -59.830, 0
7721.924, -50.352, 0
7722.656, -58.963, 0
7723.389, -59.135, 0
7724.121, -59.050, 0
7724.854, -58.953, 0
7725.586, -59.854, 0
7726.318, -59.675, 0
7727.051, -59.045, 0
7727.783, -58.028, 0
7728.516, -58.022, 0
7729.248, -60.648, 0
7729.980, -60.194, 0
7730.713, -61.560, 0
7731.445, -59.584, 0
7732.178, -60.815, 0
7732.910, -58.744, 0
7733.643, -58.951, 0
7734.375, -59.699, 0
7735.107, -60.999, 0
7735.840, -60.106, 0
7736.572, -61.040, 0
7737.305, -58.930, 0
7738.037, -59.026, 0
7738.770, -57.952, 0
7739.502, -48.025, 0
7740.234, -60.092, 0
7740.967, -59.460, 0
7741.699, -59.682, 0
7742.432, -44.614, 0
7743.164, -59.426, 0
7743.896, -59.034, 0
7744.629, -58.984, 0
7745.361, -51.088, 0
7746.094, -58.460, 0
7746.826, -60.707, 0
7747.559, -59.849, 0
7748.291, -60.169, 0
7749.023, -58.117, 0
7749.756, -60.513, 0
7750.488, -58.215, 0
7751.221, -59.194, 0
7751.953, -58.228, 0
7752.686, -58.464, 0
7753.418, -59.709, 0
7754.150, -60.516, 0
7754.883, -59.341, 0
7755.615, -60.041, 0
7756.348, -58.505, 0
7757.080, -61.040, 0
7757.812, -58.841, 0
7758.545, -60.679, 0
7759.277, -60.024, 0
7760.010, -58.832, 0
7760.742, -59.308, 0
7761.475, -59.885, 0
7762.207, -58.910, 0
7762.939, -47.751, 0
7763.672, -58.564, 0
7764.404, -59.300, 0
7765.137, -59.225, 0
7765.869, -44.873, 0
7766.602, -59.231, 0
7767.334, -61.037, 0
7768.066, -58.755, 0
7768.799, -51.053, 0
7769.531, -58.886, 0
7770.264, -58.910, 0
7770.996, -59.487, 0
7771.729, -59.695, 0
7772.461, -60.910, 0
7773.193, -60.395, 0
7773.926, -57.506, 0
7774.658, -57.825, 0
7775.391, -57.954, 0
7776.123, -58.700, 0
7776.855, -61.457, 0
7777.588, -59.323, 0
7778.320, -60.077, 0
7779.053, -60.031, 0
7779.785, -58.838, 0
7780.518, -59.394, 0
7781.250, -60.379, 0
7781.982, -60.224, 0
7782.715, -58.392, 0
7783.447, -60.507, 0
7784.180, -60.236, 0
7784.912, -60.371, 0
7785.645, -60.093, 0
7786.377, -47.590, 0
7787.109, -58.517, 0
7787.842, -59.033, 0
7788.574, -58.935, 0
7789.307, -44.259, 0
7790.039, -58.816, 0
7790.771, -60.147, 0
7791.504, -58.664, 0
7792.236, -50.498, 0
7792.969, -57.018, 0
7793.701, -58.434, 0
7794.434, -58.644, 0
7795.166, -59.409, 0
7795.898, -60.679, 0
7796.631, -59.218, 0
7797.363, -58.438, 0
7798.096, -58.996, 0
7798.828, -57.716, 0
7799.561, -59.604, 0
7800.293, -59.030, 0
7801.025, -60.008, 0
7801.758, -58.437, 0
7802.490, -57.913, 0
7803.223, -58.169, 0
7803.955, -57.842, 0
7804.688, -57.862, 0
7805.420, -59.014, 0
7806.152, -58.953, 0
7806.885, -60.640, 0
7807.617, -59.134, 0
7808.350, -59.751, 0
7809.082, -58.972, 0
7809.814, -47.464, 0
7810.547, -59.535, 0
7811.279, -58.094, 0
7812.012, -60.271, 0
7812.744, -44.452, 0
7813.477, -58.714, 0
7814.209, -58.092, 0
7814.941, -57.382, 0
7815.674, -50.673, 0
7816.406, -57.083, 0
7817.139, -59.434, 0
7817.871, -58.832, 0
7818.604, -59.099, 0
7819.336, -60.049, 0
7820.068, -58.658, 0
7820.801, -57.992, 0
7821.533, -59.671, 0
7822.266, -58.729, 0
7822.998, -60.336, 0
7823.730, -60.837, 0
7824.463, -59.555, 0
7825.195, -60.718, 0
7825.928, -59.292, 0
7826.660, -57.737, 0
7827.393, -57.000, 0
7828.125, -59.839, 0
7828.857, -60.132, 0
7829.590, -59.417, 0
7830.322, -60.893, 0
7831.055, -60.671, 0
7831.787, -58.996, 0
7832.520, -60.178, 0
7833.252, -47.489, 0
7833.984, -59.320, 0
7834.717, -60.424, 0
7835.449, -58.624, 0
7836.182, -44.780, 0
7836.914, -58.251, 0
7837.646, -58.789, 0
7838.379, -58.952, 0
7839.111, -52.052, 0
7839.844, -56.330, 0
7840.576, -59.776, 0
7841.309, -60.729, 0
7842.041, -60.774, 0
7842.773, -58.429, 0
7843.506, -58.510, 0
7844.238, -58.290, 0
7844.971, -57.945, 0
7845.703, -58.065, 0
7846.436, -59.408, 0
7847.168, -58.744, 0
7847.900, -60.440, 0
7848.633, -58.723, 0
7849.365, -58.836, 0
7850.098, -59.410, 0
7850.830, -59.666, 0
7851.562, -61.508, 0
7852.295, -59.689, 0
7853.027, -59.673, 0
7853.760, -60.494, 0
7854.492, -60.165, 0
7855.225, -58.347, 0
7855.957, -58.773, 0
7856.689, -47.016, 0
7857.422, -58.265, 0
7858.154, -59.156, 0
7858.887, -56.938, 0
7859.619, -44.802, 0
7860.352, -57.091, 0
7861.084, -58.183, 0
7861.816, -56.745, 0
7862.549, -50.847, 0
7863.281, -55.422, 0
7864.014, -57.079, 0
7864.746, -58.217, 0
7865.479, -60.051, 0
7866.211, -58.537, 0
7866.943, -59.465, 0
7867.676, -58.552, 0
7868.408, -58.443, 0
7869.141, -57.745, 0
7869.873, -59.941, 0
7870.605, -60.756, 0
7871.338, -58.888, 0
7872.070, -60.160, 0
7872.803, -60.599, 0
7873.535, -58.589, 0
7874.268, -58.422, 0
7875.000, -59.963, 0
7875.732, -59.998, 0
7876.465, -59.609, 0
7877.197, -60.552, 0
7877.930, -57.863, 0
7878.662, -59.170, 0
7879.395, -58.911, 0
7880.127, -47.624, 0
7880.859, -59.493, 0
7881.592, -56.586, 0
7882.324, -58.200, 0
7883.057, -44.945, 0
7883.789, -55.299, 0
7884.521, -56.728, 0
7885.254, -57.755, 0
7885.986, -53.325, 0
7886.719, -55.730, 0
7887.451, -58.214, 0
7888.184, -59.676, 0
7888.916, -59.728, 0
7889.648, -59.797, 0
7890.381, -61.711, 0
7891.113, -59.052, 0
7891.846, -57.631, 0
7892.578, -55.563, 0
7893.311, -59.104, 0
7894.043, -57.714, 0
7894.775, -59.194, 0
7895.508, -59.878, 0
7896.240, -58.679, 0
7896.973, -58.986, 0
7897.705, -56.446, 0
7898.438, -58.069, 0
7899.170, -58.891, 0
7899.902, -58.981, 0
7900.635, -56.979, 0
7901.367, -59.682, 0
7902.100, -58.925, 0
7902.832, -59.972, 0
7903.564, -47.073, 0
7904.297, -60.586, 0
7905.029, -58.220, 0
7905.762, -56.834, 0
7906.494, -45.386, 0
7907.227, -54.038, 0
7907.959, -57.328, 0
7908.691, -58.081, 0
7909.424, -52.679, 0
7910.156, -54.139, 0
7910.889, -58.210, 0
7911.621, -61.677, 0
7912.354, -60.052, 0
7913.086, -59.462, 0
7913.818, -59.016, 0
7914.551, -60.199, 0
7915.283, -59.498, 0
7916.016, -56.173, 0
7916.748, -60.258, 0
7917.480, -60.273, 0
7918.213, -60.427, 0
7918.945, -60.847, 0
7919.678, -59.384, 0
7920.410, -59.030, 0
7921.143, -56.019, 0
7921.875, -57.533, 0
7922.607, -61.274, 0
7923.340, -59.119, 0
7924.072, -58.009, 0
7924.805, -59.710, 0
7925.537, -58.670, 0
7926.270, -60.572, 0
7927.002, -47.197, 0
7927.734, -57.779, 0
7928.467, -57.672, 0
7929.199, -56.254, 0
7929.932, -45.276, 0
7930.664, -53.649, 0
7931.396, -57.721, 0
7932.129, -58.142, 0
7932.861, -53.371, 0
7933.594, -53.836, 0
7934.326, -58.996, 0
7935.059, -58.438, 0
7935.791, -58.923, 0
7936.523, -58.894, 0
7937.256, -60.388, 0
7937.988, -60.254, 0
7938.721, -59.333, 0
7939.453, -56.215, 0
7940.186, -59.656, 0
7940.918, -59.548, 0
7941.650, -59.906, 0
7942.383, -59.896, 0
7943.115, -59.613, 0
7943.848, -59.021, 0
7944.580, -57.123, 0
7945.312, -58.943, 0
7946.045, -59.226, 0
7946.777, -61.607, 0
7947.510, -60.113, 0
7948.242, -60.631, 0
7948.975, -58.366, 0
7949.707, -57.415, 0
7950.439, -47.248, 0
7951.172, -58.153, 0
7951.904, -59.579, 0
7952.637, -56.524, 0
7953.369, -45.870, 0
7954.102, -52.681, 0
7954.834, -57.963, 0
7955.566, -58.243, 0
7956.299, -54.002, 0
7957.031, -53.450, 0
7957.764, -59.602, 0
7958.496, -58.472, 0
7959.229, -58.953, 0
7959.961, -59.226, 0
7960.693, -59.889, 0
7961.426, -59.346, 0
7962.158, -61.859, 0
7962.891, -56.040, 0
7963.623, -60.437, 0
7964.355, -57.856, 0
7965.088, -57.651, 0
7965.820, -60.066, 0
7966.553, -58.493, 0
7967.285, -59.743, 0
7968.018, -58.314, 0
7968.750, -59.000, 0
7969.482, -60.428, 0
7970.215, -58.596, 0
7970.947, -57.756, 0
7971.680, -58.301, 0
7972.412, -57.036, 0
7973.145, -60.563, 0
7973.877, -47.397, 0
7974.609, -58.661, 0
7975.342, -58.131, 0
7976.074, -56.387, 0
7976.807, -46.427, 0
7977.539, -52.069, 0
7978.271, -56.799, 0
7979.004, -58.778, 0
7979.736, -54.437, 0
7980.469, -52.480, 0
7981.201, -58.098, 0
7981.934, -58.784, 0
7982.666, -60.223, 0
7983.398, -58.568, 0
7984.131, -60.312, 0
7984.863, -58.437, 0
7985.596, -60.271, 0
7986.328, -54.478, 0
7987.061, -59.635, 0
7987.793, -59.919, 0
7988.525, -58.971, 0
7989.258, -59.211, 0
7989.990, -58.685, 0
7990.723, -60.418, 0
7991.455, -56.908, 0
7992.188, -59.830, 0
7992.920, -58.609, 0
7993.652, -58.234, 0
7994.385, -61.158, 0
7995.117, -59.991, 0
7995.850, -58.939, 0
7996.582, -57.752, 0
7997.314, -47.218, 0
7998.047, -56.673, 0
7998.779, -58.757, 0
7999.512, -56.184, 0
8000.244, -47.024, 0
8000.977, -51.215, 0
8001.709, -57.203, 0
8002.441, -58.087, 0
8003.174, -54.606, 0
8003.906, -53.325, 0
8004.639, -57.788, 0
8005.371, -58.293, 0
8006.104, -60.554, 0
8006.836, -59.855, 0
8007.568, -61.166, 0
8008.301, -58.382, 0
8009.033, -59.434, 0
8009.766, -57.149, 0
8010.498, -59.277, 0
8011.230, -60.351, 0
8011.963, -59.554, 0
8012.695, -59.884, 0
8013.428, -61.075, 0
8014.160, -59.689, 0
8014.893, -56.472, 0
8015.625, -59.621, 0
8016.357, -59.175, 0
8017.090, -59.885, 0
8017.822, -60.483, 0
8018.555, -60.686, 0
8019.287, -60.085, 0
8020.020, -57.786, 0
8020.752, -48.156, 0
8021.484, -57.509, 0
8022.217, -59.095, 0
8022.949, -56.243, 0
8023.682, -47.668, 0
8024.414, -50.370, 0
8025.146, -55.630, 0
8025.879, -57.497, 0
8026.611, -54.892, 0
8027.344, -52.402, 0
8028.076, -57.934, 0
8028.809, -59.713, 0
8029.541, -59.002, 0
8030.273, -57.977, 0
8031.006, -58.840, 0
8031.738, -57.288, 0
8032.471, -61.060, 0
8033.203, -58.891, 0
8033.936, -61.481, 0
8034.668, -59.360, 0
8035.400, -59.985, 0
8036.133, -60.403, 0
8036.865, -60.058, 0
8037.598, -59.065, 0
8038.330, -56.443, 0
8039.062, -58.849, 0
8039.795, -57.596, 0
8040.527, -59.617, 0
8041.260, -56.460, 0
8041.992, -60.206, 0
8042.725, -58.672, 0
8043.457, -59.205, 0
8044.189, -47.657, 0
8044.922, -56.645, 0
8045.654, -56.942, 0
8046.387, -56.453, 0
8047.119, -47.712, 0
8047.852, -49.817, 0
8048.584, -55.423, 0
8049.316, -59.231, 0
8050.049, -56.057, 0
8050.781, -51.905, 0
8051.514, -58.253, 0
8052.246, -59.226, 0
8052.979, -59.014, 0
8053.711, -59.436, 0
8054.443, -59.501, 0
8055.176, -60.119, 0
8055.908, -59.995, 0
8056.641, -56.507, 0
8057.373, -60.358, 0
8058.105, -59.453, 0
8058.838, -60.242, 0
8059.570, -60.186, 0
8060.303, -60.369, 0
8061.035, -59.894, 0
8061.768, -56.191, 0
8062.500, -58.384, 0
8063.232, -58.906, 0
8063.965, -60.326, 0
8064.697, -59.765, 0
8065.430, -58.823, 0
8066.162, -60.550, 0
8066.895, -57.831, 0
8067.627, -48.185, 0
8068.359, -55.941, 0
8069.092, -58.572, 0
8069.824, -56.635, 0
8070.557, -48.231, 0
8071.289, -49.179, 0
8072.021, -56.361, 0
8072.754, -57.663, 0
8073.486, -55.645, 0
8074.219, -50.299, 0
8074.951, -56.238, 0
8075.684, -59.301, 0
8076.416, -59.668, 0
8077.148, -58.954, 0
8077.881, -60.086, 0
8078.613, -60.695, 0
8079.346, -58.642, 0
8080.078, -56.751, 0
8080.811, -59.119, 0
8081.543, -60.746, 0
8082.275, -62.337, 0
8083.008, -60.087, 0
8083.740, -59.167, 0
8084.473, -59.345, 0
8085.205, -56.571, 0
8085.938, -58.461, 0
8086.670, -57.420, 0
8087.402, -58.997, 0
8088.135, -58.490, 0
8088.867, -59.911, 0
8089.600, -58.176, 0
8090.332, -57.755, 0
8091.064, -48.113, 0
8091.797, -53.953, 0
8092.529, -57.005, 0
8093.262, -56.087, 0
8093.994, -48.318, 0
8094.727, -48.337, 0
8095.459, -56.640, 0
8096.191, -58.046, 0
8096.924, -56.228, 0
8097.656, -50.761, 0
8098.389, -57.697, 0
8099.121, -58.565, 0
8099.854, -59.192, 0
8100.586, -60.106, 0
8101.318, -58.474, 0
8102.051, -60.627, 0
8102.783, -59.952, 0
8103.516, -57.848, 0
8104.248, -62.553, 0
8104.980, -61.264, 0
8105.713, -59.042, 0
8106.445, -61.434, 0
8107.178, -59.523, 0
8107.910, -60.363, 0
8108.643, -55.261, 0
8109.375, -58.457, 0
8110.107, -58.341, 0
8110.840, -60.224, 0
8111.572, -57.885, 0
8112.305, -60.296, 0
8113.037, -57.839, 0
8113.770, -56.077, 0
8114.502, -47.933, 0
8115.234, -54.051, 0
8115.967, -56.957, 0
8116.699, -55.820, 0
8117.432, -49.075, 0
8118.164, -47.362, 0
8118.896, -55.273, 0
8119.629, -58.127, 0
8120.361, -56.929, 0
8121.094, -50.708, 0
8121.826, -59.444, 0
8122.559, -62.214, 0
8123.291, -60.327, 0
8124.023, -60.524, 0
8124.756, -60.107, 0
8125.488, -58.643, 0
8126.221, -59.264, 0
8126.953, -55.950, 0
8127.686, -61.105, 0
