Frequency (Hz)	Level (dB)
208.007813	-71.041687
208.740234	-70.833031
209.472656	-71.018494
210.205078	-71.432892
210.937500	-72.039993
211.669922	-71.707169
212.402344	-71.479691
213.134766	-70.382652
213.867188	-63.425194
214.599609	-51.615170
215.332031	-46.293736
216.064453	-46.897213
216.796875	-53.589928
217.529297	-62.802269
218.261719	-64.857384
218.994141	-66.220284
219.726563	-70.052986
220.458984	-73.798759
221.191406	-74.216713
221.923828	-74.892113
222.656250	-75.196846
223.388672	-72.972832
224.121094	-75.440643
224.853516	-75.195763
225.585938	-75.320930
226.318359	-75.866112
227.050781	-74.945198
227.783203	-72.720985
228.515625	-73.015793
229.248047	-73.530602
229.980469	-72.965691
230.712891	-75.940811
231.445313	-79.091354
232.177734	-78.100235
232.910156	-76.951477
233.642578	-76.548988
234.375000	-75.705307
235.107422	-75.991287
235.839844	-76.341339
236.572266	-74.983070
237.304688	-74.295441
238.037109	-74.560730
238.769531	-77.233124
239.501953	-74.915428
240.234375	-72.911270
240.966797	-74.363167
241.699219	-74.100258
242.431641	-73.862518
243.164063	-74.445656
243.896484	-75.536423
244.628906	-76.669243
245.361328	-77.551476
246.093750	-76.764359
246.826172	-76.966568
247.558594	-75.997299
248.291016	-75.117035
249.023438	-75.654762
249.755859	-77.645264
250.488281	-79.142166
251.220703	-77.448387
251.953125	-74.802986
252.685547	-76.254654
253.417969	-75.080444
254.150391	-73.257637
254.882813	-75.202049
255.615234	-75.261826
256.347656	-74.513878
257.080078	-72.756592
257.812500	-71.386543
258.544922	-67.053253
259.277344	-68.217003
260.009766	-74.253822
260.742188	-77.298897
261.474609	-77.402313
262.207031	-76.613564
262.939453	-77.181404
263.671875	-75.139099
264.404297	-74.240448
265.136719	-75.991638
265.869141	-76.756920
266.601563	-76.694054
267.333984	-76.077164
268.066406	-76.182274
268.798828	-78.682487
269.531250	-79.433914
270.263672	-77.478912
270.996094	-78.933311
271.728516	-80.758698
272.460938	-80.611588
273.193359	-83.523628
273.925781	-84.913574
274.658203	-83.764519
275.390625	-79.939049
276.123047	-79.178497
276.855469	-80.998734
277.587891	-83.594688
278.320313	-83.345482
279.052734	-84.032440
279.785156	-83.089386
280.517578	-80.124374
281.250000	-81.305473
281.982422	-82.903450
282.714844	-81.472046
283.447266	-81.673706
284.179688	-81.333733
284.912109	-81.327354
285.644531	-81.613548
286.376953	-81.642654
287.109375	-82.119804
287.841797	-81.949821
288.574219	-82.797623
289.306641	-84.835884
290.039063	-83.562973
290.771484	-82.217201
291.503906	-82.453300
292.236328	-80.977272
292.968750	-81.128136
293.701172	-72.153877
294.433594	-73.145332
295.166016	-80.735390
295.898438	-80.113708
296.630859	-80.406990
297.363281	-81.714722
298.095703	-82.712273
298.828125	-81.118080
299.560547	-80.831947
300.292969	-80.299026
301.025391	-75.330536
301.757813	-74.484253
302.490234	-75.765320
303.222656	-79.761398
303.955078	-80.555382
304.687500	-79.144135
305.419922	-79.221794
306.152344	-81.947945
306.884766	-84.195732
307.617188	-83.107452
308.349609	-82.793579
309.082031	-82.745232
309.814453	-81.959213
310.546875	-83.205948
311.279297	-81.595703
312.011719	-80.998238
312.744141	-80.862526
313.476563	-79.533707
314.208984	-80.378136
314.941406	-79.336548
315.673828	-77.931618
316.406250	-76.774010
317.138672	-77.494522
317.871094	-76.089615
318.603516	-77.144417
319.335938	-76.040298
320.068359	-76.249153
320.800781	-78.051506
321.533203	-79.449371
322.265625	-79.717064
322.998047	-81.079567
323.730469	-81.823662
324.462891	-80.687546
325.195313	-80.189537
325.927734	-79.538353
326.660156	-76.906273
327.392578	-76.199112
328.125000	-75.671310
328.857422	-75.585930
329.589844	-75.668892
330.322266	-76.618332
331.054688	-76.310394
331.787109	-78.586922
332.519531	-79.985245
333.251953	-80.577850
333.984375	-79.706306
334.716797	-79.374153
335.449219	-78.645790
336.181641	-78.697350
336.914063	-76.692078
337.646484	-76.766304
338.378906	-76.984917
339.111328	-78.113678
339.843750	-77.189537
340.576172	-76.503143
341.308594	-78.958466
342.041016	-75.240868
342.773438	-73.577202
343.505859	-72.918388
344.238281	-68.142494
344.970703	-65.365173
345.703125	-67.315834
346.435547	-69.402596
347.167969	-70.009132
347.900391	-72.014046
348.632813	-74.940292
349.365234	-75.974060
350.097656	-75.949417
350.830078	-75.197426
351.562500	-75.557861
352.294922	-73.144661
353.027344	-76.984467
353.759766	-75.464142
354.492188	-73.044754
355.224609	-74.590881
355.957031	-73.916000
356.689453	-73.686844
357.421875	-75.486191
358.154297	-77.756081
358.886719	-75.910675
359.619141	-74.780991
360.351563	-73.525688
361.083984	-75.103645
361.816406	-74.531441
362.548828	-72.482613
363.281250	-73.124290
364.013672	-74.983475
364.746094	-74.737045
365.478516	-75.291809
366.210938	-75.297668
366.943359	-76.474808
367.675781	-76.398804
368.408203	-75.189606
369.140625	-74.897705
369.873047	-76.736427
370.605469	-76.077583
371.337891	-77.126015
372.070313	-78.582008
372.802734	-76.469322
373.535156	-77.345909
374.267578	-79.111633
375.000000	-78.949272
375.732422	-79.801414
376.464844	-81.080917
377.197266	-78.696320
377.929688	-78.510689
378.662109	-77.363869
379.394531	-78.133896
380.126953	-77.760803
380.859375	-75.537323
381.591797	-75.432785
382.324219	-76.204208
383.056641	-76.784904
383.789063	-76.456352
384.521484	-77.591949
385.253906	-76.204803
385.986328	-75.057297
386.718750	-72.677597
387.451172	-68.863762
388.183594	-67.077362
388.916016	-69.230698
389.648438	-74.664848
390.380859	-78.644073
391.113281	-77.520325
391.845703	-77.006523
392.578125	-77.190521
393.310547	-78.832779
394.042969	-78.176231
394.775391	-76.278137
395.507813	-76.431549
396.240234	-77.376419
396.972656	-78.002731
397.705078	-77.244278
398.437500	-76.819626
399.169922	-76.210739
399.902344	-76.148514
400.634766	-74.602592
401.367188	-74.220108
402.099609	-73.983826
402.832031	-74.068604
403.564453	-74.818527
404.296875	-73.853249
405.029297	-74.600883
405.761719	-75.106407
406.494141	-74.662079
407.226563	-76.352684
407.958984	-77.548187
408.691406	-78.904640
409.423828	-78.554710
410.156250	-77.309937
410.888672	-77.117455
411.621094	-77.481071
412.353516	-75.802361
413.085938	-75.684326
413.818359	-75.357086
414.550781	-76.242607
415.283203	-76.474991
416.015625	-75.665131
416.748047	-75.787918
417.480469	-75.884827
418.212891	-74.981506
418.945313	-74.575661
419.677734	-76.164169
420.410156	-77.328270
421.142578	-76.601601
421.875000	-75.956276
422.607422	-75.667137
423.339844	-73.787910
424.072266	-72.508430
424.804688	-72.371590
425.537109	-72.499580
426.269531	-71.822227
427.001953	-69.103073
427.734375	-66.375778
428.466797	-65.532722
429.199219	-59.429276
429.931641	-56.069408
430.664063	-52.305099
431.396484	-49.116287
432.128906	-52.240639
432.861328	-59.172619
433.593750	-63.194725
434.326172	-66.780586
435.058594	-67.041229
435.791016	-66.563744
436.523438	-69.653000
437.255859	-71.293121
437.988281	-73.648865
438.720703	-74.288300
439.453125	-74.649673
440.185547	-77.342392
440.917969	-78.221565
441.650391	-77.624268
442.382813	-79.154396
443.115234	-80.840813
443.847656	-78.919838
444.580078	-80.418991
445.312500	-78.809631
446.044922	-79.121986
446.777344	-79.435715
447.509766	-80.945442
448.242188	-80.804352
448.974609	-80.687187
449.707031	-80.923485
450.439453	-82.141914
451.171875	-82.635246
451.904297	-80.562675
452.636719	-80.381889
453.369141	-82.862068
454.101563	-82.425262
454.833984	-81.730476
455.566406	-81.498451
456.298828	-82.304131
457.031250	-82.742783
457.763672	-82.193634
458.496094	-80.629356
459.228516	-79.397820
459.960938	-80.145042
460.693359	-80.668411
461.425781	-80.793373
462.158203	-80.210899
462.890625	-78.802910
463.623047	-79.304436
464.355469	-80.207108
465.087891	-80.210716
465.820313	-78.017044
466.552734	-80.026672
467.285156	-76.799042
468.017578	-77.527611
468.750000	-80.405754
469.482422	-80.410637
470.214844	-80.354927
470.947266	-80.896622
471.679688	-78.246986
472.412109	-73.886917
473.144531	-68.306969
473.876953	-64.851707
474.609375	-63.543900
475.341797	-67.930878
476.074219	-75.135689
476.806641	-77.032806
477.539063	-78.147423
478.271484	-80.389648
479.003906	-81.295067
479.736328	-82.182732
480.468750	-82.419044
481.201172	-84.067116
481.933594	-82.341499
482.666016	-83.255585
483.398438	-83.572739
484.130859	-81.101898
484.863281	-80.234550
485.595703	-80.058174
486.328125	-79.948700
487.060547	-78.764153
487.792969	-78.051163
488.525391	-80.145638
489.257813	-80.275497
489.990234	-79.824211
490.722656	-80.234718
491.455078	-80.281372
492.187500	-80.318756
492.919922	-82.101624
493.652344	-83.195724
494.384766	-83.881226
495.117188	-83.707359
495.849609	-84.156410
496.582031	-84.696510
497.314453	-85.252930
498.046875	-83.824875
498.779297	-82.232124
499.511719	-81.417473
500.244141	-82.417252
500.976563	-81.818687
501.708984	-81.427116
502.441406	-81.083763
503.173828	-82.767014
503.906250	-81.370796
504.638672	-80.633881
505.371094	-78.991463
506.103516	-81.983162
506.835938	-82.233383
507.568359	-81.780045
508.300781	-81.341537
509.033203	-81.388771
509.765625	-81.312508
510.498047	-81.713188
511.230469	-81.836769
511.962891	-81.576546
512.695313	-80.052940
513.427734	-78.676964
514.160156	-75.699860
514.892578	-72.985344
515.625000	-64.186478
516.357422	-58.311569
517.089844	-56.591957
517.822266	-55.673683
518.554688	-59.036865
519.287109	-65.028915
520.019531	-69.808495
520.751953	-73.871338
521.484375	-77.272438
522.216797	-80.272011
522.949219	-80.474144
523.681641	-80.214958
524.414063	-83.636932
525.146484	-81.407349
525.878906	-80.460953
526.611328	-81.075058
527.343750	-78.874496
528.076172	-79.450432
528.808594	-80.751862
529.541016	-79.325302
530.273438	-78.877487
531.005859	-80.832794
531.738281	-79.487915
532.470703	-79.566994
533.203125	-80.649094
533.935547	-79.654594
534.667969	-79.673157
535.400391	-80.533829
536.132813	-77.613472
536.865234	-78.017616
537.597656	-79.433388
538.330078	-80.902428
539.062500	-80.866631
539.794922	-79.969025
540.527344	-79.623596
541.259766	-80.156303
541.992188	-80.620239
542.724609	-80.264282
543.457031	-79.051994
544.189453	-79.735191
544.921875	-77.449516
545.654297	-78.413895
546.386719	-80.148781
547.119141	-81.313370
547.851563	-80.086281
548.583984	-78.700539
549.316406	-79.505730
550.048828	-79.665260
550.781250	-78.789726
551.513672	-79.823174
552.246094	-77.682945
552.978516	-77.927330
553.710938	-77.884804
554.443359	-80.492256
555.175781	-78.917686
555.908203	-78.066628
556.640625	-77.577187
557.373047	-76.691826
558.105469	-71.774666
558.837891	-63.105190
559.570313	-58.927681
560.302734	-59.531010
561.035156	-60.412025
561.767578	-64.923058
562.500000	-71.598648
563.232422	-74.811722
563.964844	-76.787659
564.697266	-78.248779
565.429688	-78.472046
566.162109	-77.402588
566.894531	-78.923126
567.626953	-80.440773
568.359375	-78.605942
569.091797	-78.249954
569.824219	-76.811203
570.556641	-78.326981
571.289063	-77.109795
572.021484	-78.089073
572.753906	-78.141121
573.486328	-76.006927
574.218750	-77.567505
574.951172	-77.681145
575.683594	-78.453049
576.416016	-78.112793
577.148438	-78.145119
577.880859	-78.952858
578.613281	-77.299408
579.345703	-77.743248
580.078125	-75.850113
580.810547	-76.437897
581.542969	-76.874573
582.275391	-75.265297
583.007813	-75.498047
583.740234	-76.514603
584.472656	-77.394737
585.205078	-76.958122
585.937500	-76.858902
586.669922	-79.050728
587.402344	-77.431915
588.134766	-77.249054
588.867188	-78.899727
589.599609	-77.217094
590.332031	-75.367813
591.064453	-78.153946
591.796875	-77.518829
592.529297	-77.248146
593.261719	-78.048553
593.994141	-78.202217
594.726563	-75.293480
595.458984	-74.901718
596.191406	-74.821999
596.923828	-74.446663
597.656250	-74.848938
598.388672	-74.095688
599.121094	-69.250801
599.853516	-64.914154
600.585938	-59.006077
601.318359	-51.116196
602.050781	-43.149654
602.783203	-40.084793
603.515625	-38.923771
604.248047	-38.352345
604.980469	-42.006840
605.712891	-47.715820
606.445313	-52.179844
607.177734	-57.030361
607.910156	-62.094997
608.642578	-67.032455
609.375000	-69.559021
610.107422	-71.517670
610.839844	-74.970680
611.572266	-75.922195
612.304688	-75.806259
613.037109	-77.604828
613.769531	-76.401741
614.501953	-75.030067
615.234375	-75.074432
615.966797	-73.744698
616.699219	-72.267647
617.431641	-72.450081
618.164063	-73.638687
618.896484	-75.037613
619.628906	-76.038658
620.361328	-74.500343
621.093750	-72.615921
621.826172	-73.014359
622.558594	-73.984550
623.291016	-75.372841
624.023438	-76.309547
624.755859	-73.065636
625.488281	-73.002060
626.220703	-74.881546
626.953125	-74.712074
627.685547	-75.198914
628.417969	-73.720993
629.150391	-73.490784
629.882813	-73.185951
630.615234	-73.555931
631.347656	-73.275238
632.080078	-72.194756
632.812500	-74.169487
633.544922	-73.773483
634.277344	-71.935631
635.009766	-69.919350
635.742188	-70.280594
636.474609	-71.101364
637.207031	-69.972633
637.939453	-70.163124
638.671875	-69.149658
639.404297	-68.154022
640.136719	-68.765839
640.869141	-65.776405
641.601563	-65.128792
642.333984	-65.683800
643.066406	-64.850410
643.798828	-61.396351
644.531250	-55.964687
645.263672	-52.417786
645.996094	-53.218746
646.728516	-56.733040
647.460938	-55.053917
648.193359	-54.022758
648.925781	-55.236008
649.658203	-60.025337
650.390625	-62.842171
651.123047	-63.289604
651.855469	-67.344208
652.587891	-69.180939
653.320313	-67.906197
654.052734	-68.876701
654.785156	-70.231712
655.517578	-70.102501
656.250000	-71.510971
656.982422	-73.254173
657.714844	-73.420799
658.447266	-74.062042
659.179688	-76.169853
659.912109	-77.830681
660.644531	-76.080681
661.376953	-75.758911
662.109375	-72.945885
662.841797	-73.649872
663.574219	-77.300964
664.306641	-77.469650
665.039063	-76.247246
665.771484	-74.261414
666.503906	-73.825439
667.236328	-73.355644
667.968750	-74.485069
668.701172	-75.731911
669.433594	-78.520111
670.166016	-76.572914
670.898438	-74.712898
671.630859	-76.247482
672.363281	-76.211647
673.095703	-74.766312
673.828125	-74.200798
674.560547	-74.850883
675.292969	-75.261101
676.025391	-75.535728
676.757813	-73.790764
677.490234	-73.894485
678.222656	-74.903618
678.955078	-74.166573
679.687500	-73.508301
680.419922	-74.747002
681.152344	-74.774887
681.884766	-74.531105
682.617188	-74.984337
683.349609	-76.150497
684.082031	-74.835907
684.814453	-74.268280
685.546875	-72.440491
686.279297	-72.948166
687.011719	-66.730782
687.744141	-58.215923
688.476563	-53.615639
689.208984	-53.361946
689.941406	-52.908947
690.673828	-53.843800
691.406250	-58.178600
692.138672	-63.007042
692.871094	-66.493210
693.603516	-70.634926
694.335938	-74.120918
695.068359	-77.484009
695.800781	-78.167931
696.533203	-75.556480
697.265625	-76.537460
697.998047	-77.236397
698.730469	-75.872948
699.462891	-78.878799
700.195313	-77.803413
700.927734	-77.220810
701.660156	-77.859772
702.392578	-78.910294
703.125000	-76.988976
703.857422	-75.992989
704.589844	-77.011528
705.322266	-77.178772
706.054688	-76.186089
706.787109	-73.846298
707.519531	-74.790352
708.251953	-75.012695
708.984375	-78.099121
709.716797	-77.313034
710.449219	-73.994148
711.181641	-75.101563
711.914063	-74.043571
712.646484	-75.297150
713.378906	-74.014267
714.111328	-75.610809
714.843750	-74.209282
715.576172	-73.534103
716.308594	-74.648720
717.041016	-74.506516
717.773438	-74.568253
718.505859	-75.699326
719.238281	-74.789024
719.970703	-74.513145
720.703125	-73.199623
721.435547	-73.456474
722.167969	-74.680061
722.900391	-74.359703
723.632813	-72.825012
724.365234	-70.747978
725.097656	-70.439796
725.830078	-71.478943
726.562500	-72.717865
727.294922	-72.056343
728.027344	-72.005272
728.759766	-70.914719
729.492188	-68.609253
730.224609	-64.305176
730.957031	-58.347542
731.689453	-54.511333
732.421875	-53.680542
733.154297	-52.304604
733.886719	-53.049423
734.619141	-56.444969
735.351563	-60.915813
736.083984	-63.238701
736.816406	-66.160980
737.548828	-70.336128
738.281250	-71.787880
739.013672	-71.940559
739.746094	-72.902473
740.478516	-74.438202
741.210938	-73.032196
741.943359	-73.708496
742.675781	-73.369049
743.408203	-72.632149
744.140625	-72.795265
744.873047	-74.391891
745.605469	-75.705666
746.337891	-75.093468
747.070313	-75.476013
747.802734	-75.655327
748.535156	-75.992661
749.267578	-76.263649
750.000000	-74.119453
750.732422	-73.579414
751.464844	-73.960968
752.197266	-73.826103
752.929688	-74.624313
753.662109	-74.584755
754.394531	-74.767975
755.126953	-75.826851
755.859375	-76.125931
756.591797	-76.156540
757.324219	-75.107880
758.056641	-74.912796
758.789063	-73.644020
759.521484	-71.832375
760.253906	-73.507355
760.986328	-73.269432
761.718750	-71.134666
762.451172	-71.799942
763.183594	-72.114433
763.916016	-73.634941
764.648438	-75.054092
765.380859	-72.588631
766.113281	-72.951439
766.845703	-75.101875
767.578125	-74.805923
768.310547	-75.888672
769.042969	-74.914108
769.775391	-73.718864
770.507813	-74.927559
771.240234	-76.450279
771.972656	-76.017937
772.705078	-73.033028
773.437500	-67.359619
774.169922	-61.475178
774.902344	-58.110123
775.634766	-57.619026
776.367188	-56.299835
777.099609	-57.218822
777.832031	-60.673935
778.564453	-65.540573
779.296875	-68.088051
780.029297	-70.431175
780.761719	-72.934601
781.494141	-73.175667
782.226563	-74.963783
782.958984	-75.383644
783.691406	-76.160500
784.423828	-75.688866
785.156250	-76.753326
785.888672	-76.603737
786.621094	-75.576599
787.353516	-74.458160
788.085938	-74.922287
788.818359	-77.827812
789.550781	-76.808937
790.283203	-76.423073
791.015625	-76.128639
791.748047	-77.863525
792.480469	-79.511475
793.212891	-80.545944
793.945313	-78.256134
794.677734	-77.905167
795.410156	-77.325523
796.142578	-77.271935
796.875000	-76.334465
797.607422	-76.455605
798.339844	-79.048073
799.072266	-78.762268
799.804688	-77.479523
800.537109	-78.373039
801.269531	-79.439697
802.001953	-77.667290
802.734375	-75.078339
803.466797	-75.323921
804.199219	-77.882538
804.931641	-76.802444
805.664063	-76.128098
806.396484	-77.345879
807.128906	-76.881798
807.861328	-75.635590
808.593750	-76.276161
809.326172	-73.069321
810.058594	-73.560440
810.791016	-75.694382
811.523438	-74.511848
812.255859	-73.110725
812.988281	-75.042107
813.720703	-74.518539
814.453125	-73.258186
815.185547	-71.951294
815.917969	-72.186821
816.650391	-70.209579
817.382813	-68.622528
818.115234	-68.417625
818.847656	-67.781509
819.580078	-65.437927
820.312500	-66.191185
821.044922	-68.228745
821.777344	-69.980194
822.509766	-70.585938
823.242188	-72.912918
823.974609	-73.675705
824.707031	-73.469688
825.439453	-73.212433
826.171875	-73.662064
826.904297	-72.844765
827.636719	-72.380577
828.369141	-73.514748
829.101563	-73.984474
829.833984	-72.820641
830.566406	-73.087463
831.298828	-74.672958
832.031250	-75.608551
832.763672	-76.114967
833.496094	-75.201759
834.228516	-75.943581
834.960938	-77.707100
835.693359	-75.535759
836.425781	-74.042816
837.158203	-77.476608
837.890625	-76.326210
838.623047	-74.802757
839.355469	-73.518326
840.087891	-75.134880
840.820313	-76.989388
841.552734	-75.347977
842.285156	-75.382706
843.017578	-75.340004
843.750000	-74.407822
844.482422	-75.182266
845.214844	-74.383522
845.947266	-75.426826
846.679688	-76.396629
847.412109	-74.211731
848.144531	-73.556335
848.876953	-72.112892
849.609375	-71.634941
850.341797	-72.229050
851.074219	-73.058289
851.806641	-74.501930
852.539063	-74.108643
853.271484	-73.397072
854.003906	-72.511734
854.736328	-71.088074
855.468750	-69.928566
856.201172	-69.887482
856.933594	-67.681702
857.666016	-65.562576
858.398438	-64.922256
859.130859	-64.334068
859.863281	-61.675808
860.595703	-60.030178
861.328125	-60.389133
862.060547	-61.498623
862.792969	-60.160744
863.525391	-60.150158
864.257813	-63.063404
864.990234	-66.295456
865.722656	-65.486855
866.455078	-63.720486
867.187500	-65.593880
867.919922	-68.526314
868.652344	-68.244225
869.384766	-71.226173
870.117188	-72.851608
870.849609	-71.780090
871.582031	-72.269890
872.314453	-72.895432
873.046875	-69.987816
873.779297	-69.372360
874.511719	-71.030258
875.244141	-70.333015
875.976563	-73.045944
876.708984	-72.243790
877.441406	-71.649628
878.173828	-73.719803
878.906250	-73.008980
879.638672	-73.353287
880.371094	-74.485664
881.103516	-72.815979
881.835938	-71.750526
882.568359	-73.080200
883.300781	-73.261047
884.033203	-72.959526
884.765625	-73.770744
885.498047	-74.705467
886.230469	-72.496071
886.962891	-73.183167
887.695313	-73.931458
888.427734	-74.099113
889.160156	-71.251770
889.892578	-71.887535
890.625000	-72.708458
891.357422	-71.446434
892.089844	-71.381584
892.822266	-73.207497
893.554688	-72.198326
894.287109	-70.477898
895.019531	-70.884071
895.751953	-71.965782
896.484375	-72.520302
897.216797	-73.020805
897.949219	-73.394066
898.681641	-72.438339
899.414063	-70.684357
900.146484	-68.212761
900.878906	-65.338593
901.611328	-61.470352
902.343750	-53.671268
903.076172	-47.046642
903.808594	-44.574028
904.541016	-44.562977
905.273438	-44.448036
906.005859	-43.247181
906.738281	-45.213150
907.470703	-48.066460
908.203125	-52.731487
908.935547	-55.169949
909.667969	-57.915710
910.400391	-61.125328
911.132813	-65.283730
911.865234	-68.541771
912.597656	-69.873116
913.330078	-70.819786
914.062500	-72.929871
914.794922	-71.743401
915.527344	-72.156487
916.259766	-70.166321
916.992188	-72.710114
917.724609	-75.207069
918.457031	-74.208839
919.189453	-75.138512
919.921875	-74.852043
920.654297	-76.207909
921.386719	-75.587212
922.119141	-74.242332
922.851563	-72.946098
923.583984	-73.854065
924.316406	-73.221687
925.048828	-70.565628
925.781250	-70.238647
926.513672	-72.479607
927.246094	-76.461334
927.978516	-72.369476
928.710938	-73.356537
929.443359	-73.354942
