Frequency (Hz)	Level (dB)
331.054688	-77.319008
331.787109	-78.329201
332.519531	-78.846016
333.251953	-81.081757
333.984375	-82.881561
334.716797	-83.101227
335.449219	-82.549927
336.181641	-81.514946
336.914063	-81.411972
337.646484	-81.081650
338.378906	-82.271210
339.111328	-84.229126
339.843750	-84.215012
340.576172	-84.118332
341.308594	-84.347572
342.041016	-82.207130
342.773438	-81.742226
343.505859	-82.807869
344.238281	-82.668098
344.970703	-84.302032
345.703125	-85.861389
346.435547	-85.139435
347.167969	-83.150284
347.900391	-86.972298
348.632813	-86.989326
349.365234	-87.099899
350.097656	-84.834358
350.830078	-82.537003
351.562500	-84.478798
352.294922	-86.018929
353.027344	-84.879471
353.759766	-84.376297
354.492188	-85.800964
355.224609	-83.849968
355.957031	-83.273026
356.689453	-85.221359
357.421875	-87.403404
358.154297	-86.629913
358.886719	-87.162521
359.619141	-83.873901
360.351563	-83.949249
361.083984	-85.729019
361.816406	-84.392120
362.548828	-83.943954
363.281250	-84.511192
364.013672	-84.315353
364.746094	-86.229912
365.478516	-85.279915
366.210938	-88.061470
366.943359	-88.417824
367.675781	-89.041939
368.408203	-88.369301
369.140625	-87.136024
369.873047	-85.615166
370.605469	-86.613754
371.337891	-88.865028
372.070313	-88.855774
372.802734	-85.288963
373.535156	-85.371284
374.267578	-86.244743
375.000000	-84.612701
375.732422	-83.728661
376.464844	-85.763382
377.197266	-86.025093
377.929688	-87.918175
378.662109	-90.222466
379.394531	-88.167679
380.126953	-88.274544
380.859375	-90.330009
381.591797	-87.835388
382.324219	-88.595818
383.056641	-87.628647
383.789063	-85.809441
384.521484	-84.772476
385.253906	-85.767845
385.986328	-86.247498
386.718750	-87.180305
387.451172	-87.648994
388.183594	-85.908157
388.916016	-84.858727
389.648438	-85.879860
390.380859	-86.540176
391.113281	-87.206474
391.845703	-87.530785
392.578125	-87.087227
393.310547	-86.378479
394.042969	-86.004578
394.775391	-87.370865
395.507813	-87.683678
396.240234	-87.185135
396.972656	-87.828621
397.705078	-88.899017
398.437500	-90.595261
399.169922	-91.620636
399.902344	-89.255608
400.634766	-89.102486
401.367188	-89.388458
402.099609	-90.258247
402.832031	-93.171402
403.564453	-90.859314
404.296875	-88.303589
405.029297	-86.463326
405.761719	-85.728577
406.494141	-88.247543
407.226563	-87.251526
407.958984	-85.171066
408.691406	-84.451279
409.423828	-84.801445
410.156250	-83.866745
410.888672	-84.577454
411.621094	-85.072983
412.353516	-84.340164
413.085938	-87.459526
413.818359	-88.155945
414.550781	-87.217972
415.283203	-86.195518
416.015625	-85.604530
416.748047	-88.347839
417.480469	-86.552765
418.212891	-84.757698
418.945313	-85.805344
419.677734	-86.672623
420.410156	-85.251770
421.142578	-85.577194
421.875000	-88.394630
422.607422	-90.203384
423.339844	-90.954018
424.072266	-91.354942
424.804688	-90.161156
425.537109	-89.939911
426.269531	-90.287392
427.001953	-89.853439
427.734375	-89.194084
428.466797	-89.579018
429.199219	-87.505653
429.931641	-88.329605
430.664063	-88.463593
431.396484	-88.364594
432.128906	-88.011124
432.861328	-87.500397
433.593750	-85.593704
434.326172	-86.972595
435.058594	-86.682037
435.791016	-85.855293
436.523438	-87.053101
437.255859	-88.007042
437.988281	-87.022232
438.720703	-87.524445
439.453125	-88.149918
440.185547	-89.808372
440.917969	-89.253700
441.650391	-90.132599
442.382813	-89.872932
443.115234	-87.745506
443.847656	-87.050423
444.580078	-86.382652
445.312500	-84.675713
446.044922	-85.599869
446.777344	-86.672562
447.509766	-86.001144
448.242188	-87.487633
448.974609	-87.895882
449.707031	-88.946419
450.439453	-87.751534
451.171875	-87.267715
451.904297	-87.645447
452.636719	-88.543304
453.369141	-88.149109
454.101563	-87.314430
454.833984	-87.288467
455.566406	-84.636978
456.298828	-85.001778
457.031250	-85.731827
457.763672	-85.003990
458.496094	-83.327080
459.228516	-83.827965
459.960938	-81.915062
460.693359	-83.116447
461.425781	-85.142723
462.158203	-89.087280
462.890625	-89.338951
463.623047	-88.897545
464.355469	-89.133797
465.087891	-88.166451
465.820313	-86.265900
466.552734	-87.478088
467.285156	-89.841316
468.017578	-88.495430
468.750000	-85.127380
469.482422	-85.552284
470.214844	-85.169151
470.947266	-84.265877
471.679688	-86.911621
472.412109	-87.584320
473.144531	-88.300438
473.876953	-88.246956
474.609375	-89.047691
475.341797	-90.793358
476.074219	-89.614311
476.806641	-89.807732
477.539063	-89.427063
478.271484	-88.101509
479.003906	-88.791275
479.736328	-89.777771
480.468750	-89.806236
481.201172	-90.533852
481.933594	-89.916206
482.666016	-91.074120
483.398438	-91.209198
484.130859	-89.463608
484.863281	-90.066460
485.595703	-90.391708
486.328125	-90.399467
487.060547	-91.720238
487.792969	-90.901352
488.525391	-88.906319
489.257813	-88.395210
489.990234	-89.020393
490.722656	-90.193405
491.455078	-91.998581
492.187500	-91.310310
492.919922	-90.901001
493.652344	-89.924698
494.384766	-88.967896
495.117188	-88.162003
495.849609	-86.839134
496.582031	-88.170822
497.314453	-87.113655
498.046875	-88.590828
498.779297	-87.847557
499.511719	-87.152267
500.244141	-88.715569
500.976563	-89.287468
501.708984	-91.499054
502.441406	-91.222801
503.173828	-91.338943
503.906250	-90.844643
504.638672	-90.614647
505.371094	-91.004128
506.103516	-91.698006
506.835938	-94.361809
507.568359	-95.817513
508.300781	-96.113838
509.033203	-94.083160
509.765625	-93.798302
510.498047	-91.700821
511.230469	-90.644920
511.962891	-90.958740
512.695313	-89.257118
513.427734	-88.400810
514.160156	-89.492065
514.892578	-90.485573
515.625000	-92.349030
516.357422	-93.152794
517.089844	-93.254875
517.822266	-93.138489
518.554688	-93.881943
519.287109	-93.349236
520.019531	-93.066620
520.751953	-93.660416
521.484375	-91.141708
522.216797	-89.294289
522.949219	-89.451500
523.681641	-89.557838
524.414063	-89.404922
525.146484	-89.414185
525.878906	-89.673553
526.611328	-90.748810
527.343750	-93.037132
528.076172	-92.428131
528.808594	-91.993233
529.541016	-93.321968
530.273438	-93.423004
531.005859	-92.763977
531.738281	-91.531151
532.470703	-90.504173
533.203125	-91.353905
533.935547	-88.930374
534.667969	-87.260704
535.400391	-88.646187
536.132813	-89.574104
536.865234	-90.918236
537.597656	-92.087769
538.330078	-91.969582
539.062500	-93.214958
539.794922	-94.673065
540.527344	-92.562920
541.259766	-92.792458
541.992188	-92.409180
542.724609	-90.428795
543.457031	-88.472351
544.189453	-86.886139
544.921875	-88.492271
545.654297	-88.581131
546.386719	-87.138115
547.119141	-87.485519
547.851563	-87.454163
548.583984	-88.306511
549.316406	-88.013542
550.048828	-87.224525
550.781250	-88.897552
551.513672	-88.879738
552.246094	-89.253014
552.978516	-89.505470
553.710938	-90.974182
554.443359	-93.481583
555.175781	-93.507065
555.908203	-94.000305
556.640625	-92.460617
557.373047	-94.238960
558.105469	-95.261414
558.837891	-94.921959
559.570313	-94.713242
560.302734	-95.260750
561.035156	-93.677223
561.767578	-92.878212
562.500000	-91.082336
563.232422	-91.686882
563.964844	-93.160500
564.697266	-91.224579
565.429688	-90.840446
566.162109	-91.227425
566.894531	-90.428101
567.626953	-89.857727
568.359375	-90.929779
569.091797	-94.137222
569.824219	-94.920143
570.556641	-93.955498
571.289063	-93.959473
572.021484	-94.915092
572.753906	-94.640724
573.486328	-97.190315
574.218750	-94.757889
574.951172	-95.027802
575.683594	-95.968498
576.416016	-95.600189
577.148438	-96.057915
577.880859	-95.958870
578.613281	-93.558075
579.345703	-94.152626
580.078125	-94.990585
580.810547	-96.351524
581.542969	-97.552490
582.275391	-94.257385
583.007813	-95.265991
583.740234	-95.834854
584.472656	-96.054237
585.205078	-97.678543
585.937500	-95.636879
586.669922	-91.747269
587.402344	-92.020149
588.134766	-94.059387
588.867188	-96.400230
589.599609	-96.558151
590.332031	-93.964371
591.064453	-91.637535
591.796875	-91.382835
592.529297	-91.690216
593.261719	-89.705345
593.994141	-89.495827
594.726563	-93.967934
595.458984	-93.744255
596.191406	-93.883446
596.923828	-94.529709
597.656250	-93.840370
598.388672	-95.069603
599.121094	-94.387863
599.853516	-90.919205
600.585938	-90.917107
601.318359	-94.015022
602.050781	-92.564934
602.783203	-92.837914
603.515625	-93.493912
604.248047	-92.396217
604.980469	-92.620110
605.712891	-91.224945
606.445313	-90.892601
607.177734	-90.611496
607.910156	-89.201813
608.642578	-88.859734
609.375000	-89.175217
610.107422	-90.815605
610.839844	-89.964294
611.572266	-90.239983
612.304688	-91.491493
613.037109	-92.425812
613.769531	-90.962357
614.501953	-89.534073
615.234375	-91.044739
615.966797	-90.892166
616.699219	-89.367386
617.431641	-89.925522
618.164063	-91.175323
618.896484	-90.389984
619.628906	-93.354080
620.361328	-94.170464
621.093750	-92.750168
621.826172	-93.529030
622.558594	-94.341446
623.291016	-96.410667
624.023438	-96.136200
624.755859	-94.913246
625.488281	-95.000465
626.220703	-93.729553
626.953125	-92.257820
627.685547	-91.210602
628.417969	-92.908966
629.150391	-95.188889
629.882813	-92.920395
630.615234	-96.181648
631.347656	-95.279053
632.080078	-94.770462
632.812500	-94.126717
633.544922	-91.858971
634.277344	-91.005157
635.009766	-89.996689
635.742188	-88.858612
636.474609	-89.365898
637.207031	-90.558449
637.939453	-91.913284
638.671875	-92.187904
639.404297	-92.867554
640.136719	-93.763680
640.869141	-93.682503
641.601563	-93.249031
642.333984	-95.018517
643.066406	-95.517151
643.798828	-94.008041
644.531250	-92.531670
645.263672	-92.680946
645.996094	-92.490570
646.728516	-91.559090
647.460938	-91.839142
648.193359	-92.001801
648.925781	-92.425697
649.658203	-92.341133
650.390625	-93.659889
651.123047	-92.546654
651.855469	-90.769646
652.587891	-90.291344
653.320313	-91.746872
654.052734	-89.762978
654.785156	-88.562210
655.517578	-89.756859
656.250000	-91.567635
656.982422	-91.631882
657.714844	-93.004868
658.447266	-94.525352
659.179688	-94.856979
659.912109	-95.078857
660.644531	-94.449585
661.376953	-95.323036
662.109375	-95.399353
662.841797	-95.107376
663.574219	-96.459167
664.306641	-92.876869
665.039063	-90.855766
665.771484	-91.525238
666.503906	-90.353783
667.236328	-91.933029
667.968750	-91.943039
668.701172	-91.955284
669.433594	-92.447952
670.166016	-92.851891
670.898438	-92.694046
671.630859	-92.494034
672.363281	-92.520721
673.095703	-93.208298
673.828125	-93.124107
674.560547	-91.232460
675.292969	-91.078072
676.025391	-90.707115
676.757813	-91.831497
677.490234	-88.634956
678.222656	-86.832024
678.955078	-87.294785
679.687500	-88.129143
680.419922	-87.902603
681.152344	-89.330338
681.884766	-91.048492
682.617188	-90.484810
683.349609	-89.733482
684.082031	-92.303360
684.814453	-91.332146
685.546875	-90.700577
686.279297	-92.663628
687.011719	-91.606216
687.744141	-92.208069
688.476563	-92.854523
689.208984	-94.273941
689.941406	-94.160172
690.673828	-95.053223
691.406250	-96.007408
692.138672	-94.699089
692.871094	-95.012833
693.603516	-96.365974
694.335938	-96.724449
695.068359	-96.684288
695.800781	-96.888237
696.533203	-96.060959
697.265625	-94.435638
697.998047	-97.272881
698.730469	-95.675812
699.462891	-95.630890
700.195313	-93.977257
700.927734	-94.122589
701.660156	-93.999840
702.392578	-93.176773
703.125000	-94.323242
703.857422	-94.230156
704.589844	-92.522850
705.322266	-93.246689
706.054688	-95.151825
706.787109	-95.362038
707.519531	-94.273483
708.251953	-93.761703
708.984375	-93.107353
709.716797	-94.389381
710.449219	-97.294579
711.181641	-99.364449
711.914063	-94.754837
712.646484	-94.822906
713.378906	-96.603638
714.111328	-96.691391
714.843750	-95.850082
715.576172	-96.202637
716.308594	-99.282654
717.041016	-98.179634
717.773438	-99.602242
718.505859	-96.114166
719.238281	-96.404198
719.970703	-98.787758
720.703125	-97.783905
721.435547	-96.539459
722.167969	-97.369629
722.900391	-96.267990
723.632813	-98.765167
724.365234	-97.004166
725.097656	-95.074051
725.830078	-94.902679
726.562500	-95.505356
727.294922	-95.907433
728.027344	-92.393028
728.759766	-93.046738
729.492188	-94.954346
730.224609	-93.365517
730.957031	-94.025124
731.689453	-95.361649
732.421875	-95.617378
733.154297	-94.810898
733.886719	-95.352531
734.619141	-96.846840
735.351563	-94.945946
736.083984	-93.747757
736.816406	-92.720230
737.548828	-94.294609
738.281250	-95.431580
739.013672	-96.334488
739.746094	-95.365593
740.478516	-94.277054
741.210938	-95.976608
741.943359	-97.502808
742.675781	-96.829437
743.408203	-96.757835
744.140625	-95.268265
744.873047	-92.525566
745.605469	-93.228233
746.337891	-94.412689
747.070313	-96.961815
747.802734	-94.907761
748.535156	-95.288948
749.267578	-96.458549
750.000000	-95.210022
750.732422	-96.526192
751.464844	-97.547714
752.197266	-98.815620
752.929688	-99.974014
753.662109	-98.762947
754.394531	-97.160507
755.126953	-97.673683
755.859375	-97.618927
756.591797	-100.250290
757.324219	-99.727837
758.056641	-97.037949
758.789063	-96.928703
759.521484	-97.558006
760.253906	-97.180870
760.986328	-97.350952
761.718750	-98.084839
762.451172	-97.622482
763.183594	-98.429291
763.916016	-101.639809
764.648438	-98.828163
765.380859	-96.158470
766.113281	-95.597954
766.845703	-97.943008
767.578125	-100.271614
768.310547	-98.166527
769.042969	-96.420570
769.775391	-98.273468
770.507813	-98.078712
771.240234	-98.170357
771.972656	-98.230034
772.705078	-98.785187
773.437500	-99.684319
774.169922	-98.999466
774.902344	-96.553543
775.634766	-96.314438
776.367188	-97.225128
777.099609	-96.982704
777.832031	-95.709610
778.564453	-96.079247
779.296875	-94.626755
780.029297	-94.803452
780.761719	-94.773048
781.494141	-94.675583
782.226563	-95.935623
782.958984	-93.982826
783.691406	-95.639603
784.423828	-96.070488
785.156250	-96.498505
785.888672	-95.665611
786.621094	-95.553497
787.353516	-93.467293
788.085938	-94.340485
788.818359	-96.021172
789.550781	-97.181122
790.283203	-97.092667
791.015625	-98.872414
791.748047	-97.998672
792.480469	-99.360001
793.212891	-99.958939
793.945313	-97.976624
794.677734	-96.013863
795.410156	-97.240997
796.142578	-96.159035
796.875000	-96.374237
797.607422	-97.612900
798.339844	-98.307854
799.072266	-98.392036
799.804688	-98.508492
800.537109	-98.975677
801.269531	-96.442398
802.001953	-95.235710
802.734375	-96.351151
803.466797	-99.575287
804.199219	-97.657516
804.931641	-98.104958
805.664063	-98.686264
806.396484	-98.649010
807.128906	-98.306969
807.861328	-96.736641
808.593750	-96.904022
809.326172	-96.648392
810.058594	-96.500687
810.791016	-96.535591
811.523438	-97.898094
812.255859	-97.742859
812.988281	-96.272461
813.720703	-96.857246
814.453125	-97.142670
815.185547	-98.452179
815.917969	-97.052704
816.650391	-98.291786
817.382813	-96.849640
818.115234	-95.502289
818.847656	-96.164948
819.580078	-95.841911
820.312500	-95.303741
821.044922	-94.063911
821.777344	-92.857613
822.509766	-93.790436
823.242188	-95.661758
823.974609	-95.827461
824.707031	-95.586952
825.439453	-94.996880
826.171875	-95.322227
826.904297	-96.005600
827.636719	-96.174843
828.369141	-96.832611
829.101563	-95.125877
829.833984	-95.097015
830.566406	-95.367065
831.298828	-96.150085
832.031250	-95.757431
832.763672	-95.363846
833.496094	-94.040001
834.228516	-94.128883
834.960938	-94.061226
835.693359	-94.103088
836.425781	-93.852173
837.158203	-93.870071
837.890625	-92.915367
838.623047	-92.628288
839.355469	-89.055550
840.087891	-86.471786
840.820313	-91.703178
841.552734	-96.327309
842.285156	-96.689796
843.017578	-95.159393
843.750000	-95.988007
844.482422	-95.637733
845.214844	-94.758537
845.947266	-95.487099
846.679688	-95.986542
847.412109	-95.373077
848.144531	-94.905998
848.876953	-95.178772
849.609375	-95.141052
850.341797	-95.420113
851.074219	-95.719170
851.806641	-94.268951
852.539063	-95.876740
853.271484	-94.920952
854.003906	-93.638367
854.736328	-95.324188
855.468750	-97.463516
856.201172	-97.228287
856.933594	-97.859482
857.666016	-96.310173
858.398438	-95.976440
859.130859	-97.592285
859.863281	-98.902702
860.595703	-97.422974
861.328125	-98.179039
862.060547	-98.578438
862.792969	-98.624496
863.525391	-97.490303
864.257813	-95.618805
864.990234	-95.549904
865.722656	-95.044090
866.455078	-95.617294
867.187500	-95.536003
867.919922	-96.714256
868.652344	-95.258629
869.384766	-95.480629
870.117188	-93.910553
870.849609	-93.487915
871.582031	-96.315430
872.314453	-94.774887
873.046875	-96.135384
873.779297	-96.723457
874.511719	-95.408295
875.244141	-95.603554
875.976563	-95.716446
876.708984	-93.860847
877.441406	-93.705276
878.173828	-94.367332
878.906250	-95.224205
879.638672	-93.799500
880.371094	-90.472099
881.103516	-93.187088
881.835938	-94.133812
882.568359	-93.522369
883.300781	-96.061882
884.033203	-95.020691
884.765625	-93.204689
885.498047	-94.396904
886.230469	-93.570984
886.962891	-93.058517
887.695313	-92.102005
888.427734	-92.582840
889.160156	-93.002838
889.892578	-96.360504
890.625000	-97.024872
891.357422	-98.060951
892.089844	-95.885674
892.822266	-95.793365
893.554688	-95.870903
894.287109	-95.280762
895.019531	-95.612961
895.751953	-95.916847
896.484375	-94.209152
897.216797	-94.312996
897.949219	-93.847603
898.681641	-95.307945
899.414063	-97.373062
900.146484	-96.433632
900.878906	-97.117828
901.611328	-95.612900
902.343750	-96.229012
903.076172	-96.240021
903.808594	-97.416473
904.541016	-96.015335
905.273438	-96.294716
906.005859	-94.516518
906.738281	-94.336639
907.470703	-94.868675
908.203125	-96.135674
908.935547	-96.444855
909.667969	-97.658318
910.400391	-97.092377
911.132813	-97.858162
911.865234	-97.379509
912.597656	-97.988754
913.330078	-98.308632
914.062500	-96.427628
914.794922	-94.345947
915.527344	-94.363770
916.259766	-95.393456
916.992188	-95.150261
917.724609	-94.839645
918.457031	-95.696205
919.189453	-94.824394
919.921875	-94.003731
920.654297	-95.312515
921.386719	-95.181961
922.119141	-94.474434
922.851563	-95.621819
923.583984	-97.219391
924.316406	-96.833443
925.048828	-95.857269
925.781250	-95.844948
926.513672	-97.326431
927.246094	-97.364784
927.978516	-98.909203
928.710938	-98.684021
929.443359	-95.525574
